un_025130_0001#0,"""A.P.228/7/28"""
un_025130_0010#0,"""喂、師匠！<br>好、終於找到了！"""
un_025130_0020#0,"""又在為別人而行動嗎？<br>不愧是你，怎麼說呢<br>你還是那麼忙啊。"""
un_025130_0030#0,"""但是，因為做了那樣的事情<br>變得強大的話<br>我也試著模倣一下吧……？"""
un_025130_0060#0,"""找到了，問題兒童！"""
un_025130_0070#0,"""呃、雷吉亞斯爺爺……！"""
un_025130_0080#0,"""擅自前往實地訓練<br>相當隨心所欲。<br>甚至投訴到了我身上。"""
un_025130_0090#0,"""不，不是的！<br>不斷的戰鬥成長<br>成績也會更好的！"""
un_025130_0100#0,"""但是，這樣的戰鬥方式<br>總有一天會無法保護重要的東西。<br>你，這樣就可以嗎？"""
un_025130_0110#0,"""啊好……嗯，但是。"""
un_025130_0120#0,"""……總之，規則就是規則。<br>無論多麼才華橫溢<br>都沒有例外。"""
un_025130_0130#0,"""好了，回去吧。<br>回去後是說教的時間。"""
un_025130_0140#0,"""嗚……"""
un_025130_0150#0,"""好吵啊。<br>這傢伙的事交給我<br>你回去執行任務吧。"""
un_025130_0201#0,"""？？？"""
