un_050110_0001#0,"""A.P.241/12/26"""
un_050110_0010#0,"""<%me>さん！<br>この前の騒動以来ですね！<br>ずっと挨拶に来られず、すみません！"""
un_050110_0020#0,"""恥ずかしながら、この前の単独突出で<br>司令や次席に怒られてしまいまして……<br>完治まで静養を命じられていました。"""
un_050110_0030#0,"""あ、もう身体は大丈夫です！<br>私、丈夫さと回復の早さが<br>取り柄ですから！"""
un_050110_0040#0,"""<%me>さん。<br>ありがとうございました。"""
un_050110_0050#0,"""<%me>さんに<br>協力していただいたおかげで<br>ヒーローというクラスは広まりました。"""
un_050110_0060#0,"""まだまだクラスとして発展途上ですが<br>それも皆さん、協力して研究してくれます。<br>……本当に、恐縮です。"""
un_050110_0070#0,"""……それに。"""
un_050110_0080#0,"""……ありがとうございました。"""
un_050110_0090#0,"""私は、あなたのおかげでここにいます。"""
un_050110_0100#0,"""これからも、よろしくお願いします。"""
un_050110_0105#0,"""……私の、ヒーロー。"""
un_050110_0110#0,"""うーん、ダメですね！<br>しんみりした感じは、私似合いません！"""
un_050110_0120#0,"""身体も治って、復帰したことですし<br><%me>さん<br>よろしければ一緒に任務、行きませんか？"""
un_050110_0130#0,"""私に、ヒーローの立ち回りを<br>もっともーっと、教えてください！"""
skit01#0,"""The Hero"""
skit02#0,"""外伝\u3000少女が追いかけていた姿 """
name01#0,"""？？？"""
name02#0,"""？？？"""
