st_047060_0001#0,"""A.D.2028/4/23/13:30"""
st_047060_0010#0,"""ぐふっ……ははっ、ははははは！<br>……見事！\u3000よくぞ、わしを倒した！"""
st_047060_0020#0,"""マザーに尽くす、わしの心意気と<br>マザーを止めようとするぬしらの心意気……<br>正面からぶつかった結果がこれならば、悔いはない。"""
st_047060_0030#0,"""……アラトロンさん。<br>どうしてそこまで、マザーのために？"""
st_047060_0040#0,"""善し悪し、ではないのじゃよ、鷲宮氷莉。<br>これは、どうありたいかという心意気だ。"""
st_047060_0050#0,"""わしは、マザーに出会い、世界の変わる様を見た。<br>マザーと共に歩み、マザーの作る世界を見たいと<br>思った。ただ、それだけじゃ。"""
st_047060_0060#0,"""老いさらばえ、枯れ果てていたはずのわしの心が<br>マザーと出会い、見つけ出した道なんじゃ。<br>……それに従わず、何に従えというのか。"""
st_047060_0070#0,"""娘っ子……八坂火継、と言ったか。<br>ぬしも見つけたのじゃろう？<br>自分の心が、どう在りたいのかを。"""
st_047060_0080#0,"""……ほほ。良い目をする。"""
st_047060_0090#0,"""それがマザーと対立する道であるならば<br>その心に従い、マザーを打ち砕いてみせよ。"""
st_047060_0100#0,"""己の意志を貫き通す。<br>……それこそが、生きるということじゃ。"""
st_047060_0110#0,"""のう、<%me>よ。<br>歴戦の勇士であるぬしなら、わかるじゃろう？"""
st_047060_0120#0,"""エスカダーカー……！<br>あんなに、どこから……！"""
st_047060_0130#0,"""……マザーが抑えきれておらんのよ。<br>ここはエーテルの豊富な場ゆえに<br>いくらでも沸いてきよる。やれやれ。"""
st_047060_0140#0,"""アラトロンさん？"""
st_047060_0150#0,"""わしは負けた。ぬしらが勝った。<br>ゆえに、ぬしらは奥へと進む。<br>わしはここへと残る。それだけじゃ。"""
st_047060_0160#0,"""問答は無用じゃよ、鷲宮氷莉。<br>過ぎた道を、振り返る必要などない。<br>ただ、真っ直ぐに進めばよい。"""
st_047060_0170#0,"""振り返るのは、全てを終えた後。<br>それは道の果てにたどり着いたその後に<br>初めて許される行為じゃ。"""
st_047060_0180#0,"""……行くぞ。<br>あのじいさんの意志を無駄にするな。"""
st_047060_0190#0,"""……でも。"""
st_047060_0200#0,"""行くのよ、コオリ。<br>進むの。真っ直ぐに。<br>……さもないと、置いていくわよ。"""
st_047060_0210#0,"""ほほ。果てたと思いし道の続きは<br>さながら夢のよう……とはよく言ったもの。<br>とてもとても、心地の良い道であった。"""
st_047060_0220#0,"""そして、良き道の果てであった。<br>まばゆく、鮮烈で……荒々しく、美しい。<br>あれこそが、未来というものよ。"""
st_047060_0230#0,"""良きかな……良きかな……<br>最後に、良いものを見せてもらった。<br>わしの道の果ては、此処で良きかな……"""
