un_050070_0001#0,"""A.P.241/12/17"""
un_050070_0010#0,"""あ、<%me>さん！<br>こんにちは！"""
un_050070_0020#0,"""<%me>さんは任務中ですか？<br>私は今、ヒーロークラスの戦い方を<br>磨き上げている最中です！"""
un_050070_0030#0,"""ヒーロークラスの宣伝については<br>イオさんに協力してもらって<br>アークスシップ内を回ってきました！"""
un_050070_0040#0,"""あれで広まったかどうかは……<br>私にはわかりかねますが<br>一旦そこまで、としています！"""
un_050070_0050#0,"""名を知ってもらう宣伝も重要ですが<br>ヒーロークラス自体の研鑽も<br>忘れてはいけませんからね！"""
un_050070_0060#0,"""しかし、ヒーローというクラスの名は<br>広まった気がするのですが……<br>戦い方などの認知度はまだまだ。"""
un_050070_0070#0,"""こう、ヒーローの戦い方を<br>皆さんにお伝えする良い方法<br>何かないものでしょうか。"""
un_050070_0080#0,"""ふっふっふ！<br>私にいいアイデアがあるぞ！"""
un_050070_0090#0,"""この声は……次席！？"""
un_050070_0100#0,"""とうっ！"""
un_050070_0110#0,"""元気そうだな、ストラトス！<br>貴様の活躍、音に聞いているぞ！<br>よく頑張っている、ってな！"""
un_050070_0120#0,"""恐縮ですっ！"""
un_050070_0130#0,"""<%me>。<br>ストラトスに協力してくれて<br>ありがとな。"""
un_050070_0140#0,"""見ての通り、頑張り屋なのだが<br>猪突猛進がすぎるきらいがあってな。<br>まったく、誰に似てしまったんだか。"""
un_050070_0150#0,"""ヒューイに似ている"""
un_050070_0160#0,"""どの口が言う"""
un_050070_0170#0,"""うむ、やはり貴様もそう思うよな！<br>実は私も同じ意見だ！"""
un_050070_0180#0,"""ヒューイは「私に似た」と言うのだ！<br>違う違うぜーんぜん違う！<br>どう見てもヒューイの影響だろう！"""
un_050070_0190#0,"""むっ、何だ、貴様もヒューイ同様<br>ストラトスは私に似ていると言うのか？"""
un_050070_0200#0,"""別にそれはそれで悪い気がしないが<br>私としては、ヒューイの影響を<br>受けていて欲しいぞ。"""
un_050070_0210#0,"""ところで次席。<br>なにやらアイデアがあると<br>仰っていましたが……？"""
un_050070_0220#0,"""あっと、そうだった！<br>ヒーローの戦い方を伝えるための<br>素晴らしいアイデア、だったな！"""
un_050070_0230#0,"""ストラトスと、<%me>。<br>二人が戦ってみればいい。"""
un_050070_0240#0,"""守護輝士との模擬戦にて<br>新たなクラスの戦い方を示すのだ！"""
un_050070_0250#0,"""えっ？<br>……ええっ？<br>ええええーーっ！？"""
un_050070_0260#0,"""面白そうだ"""
un_050070_0270#0,"""勝負にならないのでは？"""
un_050070_0280#0,"""<%me>さん！？<br>いや、あの、おそらく<br>勝負にならないと思うんです！"""
un_050070_0290#0,"""そ、そうですよ次席！<br><%me>さんと<br>私では、勝負になりません！"""
un_050070_0300#0,"""しかし、ヒーローの戦い方を<br>示すという目的は達成できる。<br>それで十分ではないか。"""
un_050070_0310#0,"""<%me>は<br>そりゃあもうむっちゃくちゃ強いぞ。<br>アークス内でもトップクラスに強い。"""
un_050070_0320#0,"""だが、勝負になるかならないかは<br>貴様次第だ、ストラトス。"""
un_050070_0330#0,"""でもそれで私がボロ負けしたら<br>ヒーローの印象が悪くなって<br>皆さんに見放されてしまうのでは……"""
un_050070_0340#0,"""貴様、どうしてやる前から<br>負けた後のことを考えているんだ？<br>未来でも見てきたのか？"""
un_050070_0350#0,"""……！！"""
un_050070_0360#0,"""らしくないぞ、ストラトス。<br>貴様が担当するクラスの名は何だ？"""
un_050070_0370#0,"""……仰るとおりです、次席！<br>ヒーローは、くじけませんし<br>決して諦めたりしません！"""
un_050070_0380#0,"""<%me>さん！<br>私、未熟ですが、精一杯頑張ります。<br>……胸を貸してください！"""
name01#0,"""？？？"""
name02#0,"""？？？"""
