Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci4 1 せっかくテトラさんといい感じに<br>撮ってたのに、Ｅトラ踏んじゃって……<br>終わったら、一緒に撮りますか……？"""
Success#1,"""/ci2 1 /mn16 ふふ。テトラさんったら<br>もう我慢できないって顔、してます<pict cute_icon><br>またの機会に一緒に撮りましょうね<pict cute_icon>"""
Failure#1,"""お手伝い、ありがとうございましたー。<br>落ち込んでいるテトラさんは<br>私がたっぷり慰めておきますね<pict cute_icon>"""
Dead#1,"""/mn6 テトラさん、私……<br>攻められる側は、慣れてないんですー。<br>ちょっと休ませてください……<pict cute_icon>"""
BuddyDead#1,"""/mn16 あ、テトラさんが……って<br>倒れてるテトラさんのおしり、可愛い<pict cute_icon><br>ちょっと撮らせてくださいね<pict cute_icon>"""
