un_025010_0010#0,"""ยังไงก็เถอะ การย้อนเวลากลับไป<br>เก็บข้อมูลนี่มันลำบากว่าที่คิดซะอีกนะ<br>ยิ่งโดยเฉพาะการเจาะจงสถานที่ตั้งน่ะ"""
un_025010_0020#0,"""แม้ว่าเหตุผลจะเป็นเพราะ Xion<br>ที่สั่งให้เธอออกไปที่โน่นที่นี่<br>ก็เถอะ......"""
un_025010_0030#0,"""อะไรๆ ?<br>ทั้งสองคนวางแผนชั่วร้ายอะไรกันอยู่เหรอ?"""
un_025010_0040#0,"""Matoi!?"""
un_025010_0050#0,"""ตกใจเกินไปแล้วนะ Xiao คุง<br>......นี่หรือว่าวางแผนชั่วร้ายกันอยู่จริงๆ เหรอ?"""
un_025010_0060#0,"""......ไม่ใช่หรอก คุยเรื่องงานน่ะ<br>ว่าแต่ว่า เธอที่น่าจะอยู่ในช่วงตรวจสอบร่างกาย<br>ทำไมถึงได้มาทำอะไรอยู่ในที่แบบนี้กันล่ะ?"""
un_025010_0070#0,"""อุ...... อะ เอ่อก็นะ!<br>คือชั้นมีเรื่องที่อยากจะ<br>ถามทั้งสองคนหน่อยน่ะ"""
un_025010_0080#0,"""คือชั้นน่ะนะ ตั้งใจแน่วแน่<br>ว่าอยากจะเป็น ARKS ล่ะ<br>แต่ว่าทำยังไงถึงจะได้เป็นเหรอ?"""
un_025010_0090#0,"""......จะเป็น ARKS นี่มัน<br>แต่เดิมทีเธอก็เป็น ARKS อยู่แล้วนี่......"""
un_025010_0100#0,"""ขอโทษที วิธีที่จะเป็น ARKS สินะ<br>ไปเข้าโรงเรียนและเข้าหลักสูตรฝึกซ้อม<br>น่าจะเป็นวิธีการที่เหมาะสมที่สุด......"""
un_025010_0110#0,"""แต่นั่นน่ะกินเวลาตั้ง 2 ปีเลยใช่มั้ยล่ะ?<br>ไม่เอาแบบนั้นอ่ะ เอาเดี๋ยวนี้เลย<br>ชั้นอยากจะเป็นเดี๋ยวนี้เลย"""
un_025010_0120#0,"""......ถ้าอย่างนั้น ก็ต้องได้รับการอนุญาต<br>เป็นกรณีพิเศษล่ะมั้ง ยิ่งในกรณีของเธอ <br>ก็ไม่มีปัญหาเรื่องความสามารถด้วยล่ะนะ"""
un_025010_0130#0,"""อนุญาตเป็นกรณีพิเศษ?"""
un_025010_0140#0,"""หากได้รับคำอนุญาตจากผู้ควบคุมดูแล<br>หรือผู้ที่มีสิทธิ์คำสั่งเด็ดขาดล่ะก็<br>จะสามารถกระโดดข้ามไปเป็น ARKS ได้เลย"""
un_025010_0150#0,"""Clariskrays รุ่นนี้หรือ Huey ก็รู้สึกว่า<br>จะใช้วิธีนี้ในการเป็น ARKS แน่ๆ"""
un_025010_0160#0,"""ฮื้ม งั้นถ้าชั้นมีคำอนุญาตของ<br> Xiao คุงบ้างก็เป็นได้เลยน่ะสิ!"""
un_025010_0170#0,"""......เอ้อ ก็นะ มันก็ใช่ล่ะนะ<br>แต่ว่าก่อนหน้านั้นน่ะ เธอยังมีเรื่องที่<br>ต้องทำอยู่อีกเยอะเลยไม่ใช่เหรอ?"""
un_025010_0180#0,"""ใช่แล้วค่ะ! <br>คนที่จะสามารถเป็น ARKS ที่เหมาะสมได้นั้น<br>ก็คือคนที่รักษาสัญญาได้อย่างเรียบร้อยค่ะ!"""
un_025010_0190#0,"""อ๊ะ!?<br>คะ คุณ Filia?<br>เอ่อ คือว่านี่มัน......"""
un_025010_0200#0,"""คุณ Matoi ชั้นบอกไปแล้วใช่มั้ยคะ?<br>ว่าหลังจากนี้คุณมีตรวจสอบร่างกาย น่ะ<br>และคุณเองก็บอกว่าจะไปทำด้วยใช่มั้ยคะ?"""
un_025010_0210#0,"""อ๊ะ อือ คือว่า......<br>......ค่ะ ขอโทษด้วยค่ะ"""
un_025010_0220#0,"""อยากจะเป็น ARKS เหรอ......<br>พอเธอพูดแบบนั้น ผมรู้สึกยังกับว่าได้ยินเป็น<br>การพูดประชดยังไงก็ไม่รู้สิ ประหลาดจังเลยนะ"""
un_025010_0230#0,"""เกี่ยวกับเธอน่ะ ผมจะออกคำร้อง<br>อนุญาตเป็นกรณีพิเศษเอาไว้ให้ก็แล้วกัน<br>......เพราะแบบนั้น มันจะดูแลได้ง่ายกว่า"""
un_025010_0010#1,"""それにしても、時間遡航での<br>情報収集は、想像以上に骨が折れるね。<br>所在地の特定が、特に面倒だ。"""
un_025010_0020#1,"""彼女がシオンの命令で<br>あっちこっち出歩いているのが<br>理由だろうけど……"""
un_025010_0030#1,"""なになに？<br>二人して、何か悪だくみ？"""
un_025010_0040#1,"""マトイ！？"""
un_025010_0050#1,"""びっくりしすぎだよ、シャオくん。<br>……本当に悪だくみだったの？"""
un_025010_0060#1,"""……違うよ。事務的な話さ。<br>それより、君は検査中のはずなのに<br>こんなところで何してるんだい？"""
un_025010_0070#1,"""う……え、えっとね！<br>わたし、二人に<br>聞きたいことがあったの。"""
un_025010_0080#1,"""ずばり、わたし<br>アークスになりたいんだけど<br>どうすればいいのかな？"""
un_025010_0090#1,"""……アークスになるって<br>君は元々アークスだから……"""
un_025010_0100#1,"""失礼、アークスになる方法か。<br>学校に入って研修課程をこなすのが<br>一番妥当な流れだけど……"""
un_025010_0110#1,"""二年はかかるって話でしょ？<br>そうじゃなくって、今すぐなるの。<br>今すぐなりたいの。"""
un_025010_0120#1,"""……そうなると、特例許可かな。<br>君の場合、能力は申し分ないしね。"""
un_025010_0130#1,"""特例許可？"""
un_025010_0140#1,"""管理権限者か絶対令所持者からの<br>許可を得て、一足飛びに<br>アークスになれる仕組みだよ。"""
un_025010_0150#1,"""今代のクラリスクレイスや<br>ヒューイなんかは、これを使って<br>アークスになってるはずだ。"""
un_025010_0160#1,"""ふうん、じゃあわたしも<br>シャオくんの許可があれば！"""
un_025010_0170#1,"""……あー、まあ、そうなんだけどね。<br>その前に君にはやることが<br>たくさんあるんじゃないかな？"""
un_025010_0180#1,"""そうです！<br>ちゃんとしたアークスになれるのは<br>きちんと約束を守る人です！"""
un_025010_0190#1,"""あっ！？<br>フィ、フィリアさん？<br>えっと、これはその……"""
un_025010_0200#1,"""マトイさん、私言いましたよね？<br>この後検査がありますよ、って。<br>貴方は行くって言いましたよね？"""
un_025010_0210#1,"""あ、ううっ、えっと……<br>……はい、ごめんなさい。"""
un_025010_0220#1,"""アークスになりたい、か……<br>彼女が言うと、皮肉にすら<br>聞こえてくるから、不思議だね。"""
un_025010_0230#1,"""彼女については、ぼくから<br>特例許可の申請をしておくよ。<br>……その方が、管理しやすいしさ。"""
