Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""この勢いで、一気にいくぜ！"""
Success#1,"""助かった！<br>それじゃ、オレたちはこれで行くぜ！"""
Failure#1,"""これ以上は……ムリか……<br>すまん、先に離脱する……"""
Dead#1,"""ぐっ……オレがこんなところで……？"""
BuddyDead#1,"""ここはオレに任せておけ！"""
Begin#2,"""この勢いで、一気にいくぜ！"""
Success#2,"""助かった！<br>それじゃ、オレたちはこれで行くぜ！"""
Failure#2,"""これ以上は……ムリか……<br>すまん、先に離脱する……"""
Dead#2,"""ぐっ……オレがこんなところで……？"""
BuddyDead#2,"""ここはオレに任せておけ！"""
Begin#3,"""この勢いで、一気にいくぜ！"""
Success#3,"""助かった！<br>それじゃ、オレたちはこれで行くぜ！"""
Failure#3,"""これ以上は……ムリか……<br>すまん、先に離脱する……"""
Dead#3,"""ぐっ……オレがこんなところで……？"""
BuddyDead#3,"""ここはオレに任せておけ！"""
Begin#4,"""この勢いで、一気にいくぜ！"""
Success#4,"""助かった！<br>それじゃ、オレたちはこれで行くぜ！"""
Failure#4,"""これ以上は……ムリか……<br>すまん、先に離脱する……"""
Dead#4,"""ぐっ……オレがこんなところで……？"""
BuddyDead#4,"""ここはオレに任せておけ！"""
