Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci1 2 ……だから客やない、って、んんん？<br>あ、あなたは本物のファンの方ですか！<br>すんませんけど、助けてもらえます？"""
Success#1,"""/ci2 ……え？<br>任務に支障をきたすから避難してろ？<br>僕らの漫才見に来たんとちゃうんかい！"""
Failure#1,"""/mn13 ……だから言うたやん。<br>単独の野外ライブはまだ早いって。<br>おとなしく劇場にもどろか……"""
Dead#1,"""/mn4 エネミーからの攻撃はえげつないし<br>相方のボケはセグレズン並に空気やし<br>ツッコミしきれんわ……"""
BuddyDead#1,"""/mn22 マジか……って寝息が聞こえとるやん！<br>早く起きんかい！<br>僕だけが狙われるわ！"""
