name01#0,"""???"""
name02#0,"""???"""
name01#1,"""？？？"""
name02#1,"""？？？"""
ra_025110_0001#0,"""A.P.228/7/16"""
ra_025110_0010#0,"""......เธอใช่ ARKS จริงๆ น่ะเหรอ?"""
ra_025110_0020#0,"""อ้าว ก็ตอนนี้ที่นี่น่ะ<br>เป็นสถานที่ๆ ARKS ธรรมดาๆ<br>เข้ามาไม่ได้หรอกนะ?"""
ra_025110_0030#0,"""ชั้นคิดว่าเธอเองก็น่าจะได้รับคำสั่งมา<br>เหมือนกันรึเปล่าน้า แต่เด็กคนนี้เอง<br>เค้าก็บอกว่าไม่ได้ทำแบบนั้น......"""
ra_025110_0040#0,"""เพราะฉะนั้น ชั้นจะขอถามอีกครั้งนะ<br>เธอใช่ ARKS จริงๆ น่ะเหรอ?"""
ra_025110_0050#0,"""1. พยักหน้า"""
ra_025110_0060#0,"""2. นิ่งเงียบ"""
ra_025110_0070#0,"""......ใช่ ARKS จริงๆ น่ะเหรอ?<br>น่าสงสัย น่าสงสัยจังเลยน้า"""
ra_025110_0080#0,"""......ถ้าอย่างนั้น เอาแบบนี้ดีกว่า<br>ถ้าเธอสามารถเล่าเรื่องต่างๆ ที่เกี่ยว<br>กับ ARKS ให้ชั้นฟังได้ ชั้นก็จะเชื่อ!"""
ra_025110_0090#0,"""ถ้าเป็น ARKS จริงๆ ล่ะก็<br>เรื่องแค่นั้นน่ะ ง่ายๆ ใช่มั้ยล่ะ<br>เอ้า พูดมาให้ชั้นฟังเยอะๆ เลยนะ!"""
ra_025110_0100#0,"""......ก็ว่าไปนั่น <br>ชั้นเองก็ไม่ได้ฉลาดน้อยหรอกนะ<br>เรื่องที่เธอไม่มีจิตสังหารเลยน่ะ ชั้นก็รู้อยู่"""
ra_025110_0110#0,"""ยิ่งกว่านั้น Photon ของเธอ<br>ก็ตอบชั้นมาแล้วล่ะ......<br>ว่าเธอน่ะเป็น ARKS จริงๆ"""
ra_025110_0120#0,"""แต่ถึงจะอย่างนั้น การที่เธอไม่ยอมพูดอะไร<br>ก็แสดงว่ากำลังปิดบังเรื่องอะไรเอาไว้......"""
ra_025110_0130#0,"""แต่ก็นะ เรื่องนั้นมันก็ทั้งคู่แหละ<br>ดังนั้นช่างมันก็คงไม่เป็นไรมั้ง"""
ra_025110_0140#0,"""ยิ่งกว่านั้น ถ้าเธอเป็น ARKS ล่ะก็<br>ชั้นก็อยากจะให้เล่าให้ชั้นฟังเยอะๆ เลย!<br>เรื่องต่างๆ เกี่ยวกับ ARKS น่ะ!"""
ra_025110_0150#0,"""ชั้นน่ะ ต่างจาก ARKS ปกติทั่วๆ ไป<br>ก็เลยไม่เคยคุยแลกเปลี่ยนความสัมพันธ์<br>กับใครเลย"""
ra_025110_0160#0,"""ดังนั้น นี่จึงเป็นครั้งแรกเลยล่ะที่ได้พบกับคน<br>แบบเธอ การที่ได้พูดคุยแบบนี้เองก็ด้วย<br>เพราะฉะนั้นชั้นก็เลยอยากจะคุยกับเธออีกเยอะๆ"""
ra_025110_0165#0,"""ชั้นน่ะมีหน้าที่ๆ ต้องปกป้องทุกคนก็จริง<br>แต่ว่า ชั้นก็แทบจะไม่รู้เรื่องอะไรเกี่ยวกับ<br>ARKS หรือทุกคนเลย"""
ra_025110_0170#0,"""อ๊ะ อีกแล้ว!?<br>นี่ชั้นจะไม่มีเวลาว่างเลยหรือไงนะ?<br>ปัดโธ่เอ๊ย แย่ที่สุดเลย......!"""
ra_025110_0180#0,"""นี่ เธอน่ะ! ครั้งหน้าที่เจอกัน<br>ช่วยเล่าเรื่องต่างๆ ให้ชั้นฟังเยอะๆ เลยนะ!<br>ต้องเล่านะ ต้องเล่าให้ได้เลยนะ!"""
ra_025110_0001#1,"""A.P.228/7/16"""
ra_025110_0010#1,"""……あなた、本当にアークス？"""
ra_025110_0020#1,"""だって、ここって<br>今、普通のアークスが<br>来られない場所なんだよ？"""
ra_025110_0030#1,"""あなたも命令受けてるのかなって<br>思ったけど、この子はそんなことは<br>してないって言うし……"""
ra_025110_0040#1,"""だから、もう一度聞くよ。<br>あなた、本当にアークス？"""
ra_025110_0050#1,"""１．頷く"""
ra_025110_0060#1,"""２．押し黙る"""
ra_025110_0070#1,"""……本当にアークスなのー？<br>あやしいなー、あやしいなあー。"""
ra_025110_0080#1,"""……それじゃ、こうしましょう！<br>わたしに、いろいろアークスの話を<br>してくれたら、信じる！"""
ra_025110_0090#1,"""本当にアークスなら<br>そのぐらい簡単でしょ。<br>さ、たっくさんお話ししよう！"""
ra_025110_0100#1,"""……なんてね。<br>わたしだってばかじゃないもん。<br>あなたに害意がないことは、わかる。"""
ra_025110_0110#1,"""それに、あなたのフォトンが<br>教えてくれるから……<br>あなたはアークスだ、って。"""
ra_025110_0120#1,"""それでも、うんと言ってくれないのは<br>隠し事があるからなんだろうけど……"""
ra_025110_0130#1,"""ま、それはお互い様だし<br>べつにいいかな。"""
ra_025110_0140#1,"""それよりあなた、アークスなら<br>いろいろお話聞かせてほしいな！<br>アークスについて、いろいろ！"""
ra_025110_0150#1,"""わたし、普通のアークスとは<br>違うから、交流とかしたことないし<br>話したこともないの。"""
ra_025110_0160#1,"""だから、あなたみたいな人に会うのは<br>初めてだし、こうして話すのも初めて。<br>だからもっと、お話ししてみたい。"""
ra_025110_0165#1,"""わたしには、みんなを守る使命がある。<br>けど、そのアークスのみんなのことを<br>わたし、あんまりよく知らないからさ。"""
ra_025110_0170#1,"""ってまたあ！？<br>わたしに自由時間はないの？<br>まったくもう……！"""
ra_025110_0180#1,"""ねえ、あなた！\u3000次会った時には<br>いろいろお話聞かせてね！<br>ぜったいに、ぜったいだよ！"""
