name010#0,"""나즌"""
text010#0,"""さぁ！\u3000いよいよ最後のクイズです！"""
text020#0,"""題して、\""何体いるの!?\""クイズ！"""
quiz1#0,"""今から出現する<red>エネミーの数<c>を数えて、<br>正解だと思う足場に向かってください。"""
quiz01_01#0,"""何体いるの!?"""
quiz2#0,"""エネミーは何体いるでしょうか？<br>렛츠 씽킹!"""
quiz02_01#0,"""랍피の数を数えろ！"""
text030#0,"""타임 업!"""
text040#0,"""これで、すべてのクイズが終了です。"""
text041#0,"""……と、ちょっと待ってください？"""
text042#0,"""おおっと！<br>またしても、エネミーが会場に乱入!?"""
countdown_3#0,"""3"""
countdown_2#0,"""2"""
countdown_1#0,"""1"""
line04#0,"""スタート！"""
quiz00_01#0,"""없음"""
quiz_correct#0,"""축하드립니다!"""
quiz_incorrect#0,"""아쉽네요…."""
quiz_select14#0,"""14体"""
quiz_select15#0,"""15体"""
quiz_select16#0,"""16体"""
quiz_select17#0,"""17体"""
quiz_select18#0,"""18体"""
quiz_answer14#0,"""정답은…<br><red>14体<c>입니다!"""
quiz_answer15#0,"""정답은…<br><red>15体<c>입니다!"""
quiz_answer16#0,"""정답은…<br><red>16体<c>입니다!"""
quiz_answer17#0,"""정답은…<br><red>17体<c>입니다!"""
quiz_answer18#0,"""정답은…<br><red>18体<c>입니다!"""
quiz_select8#0,"""8体"""
quiz_select9#0,"""9体"""
quiz_select10#0,"""10体"""
quiz_select11#0,"""11体"""
quiz_answer8#0,"""정답은…<br><red>8体<c>입니다!"""
quiz_answer9#0,"""정답은…<br><red>9体<c>입니다!"""
quiz_answer10#0,"""정답은…<br><red>10体<c>입니다!"""
quiz_answer11#0,"""정답은…<br><red>11体<c>입니다!"""
