st_045080_0001#0,"""A.P.241/4/17/15:30"""
st_045080_0220#0,"""……だめよシエラ。思考停止はダメ。<br>起きたことを否定せず、原因を探らないと。"""
st_045080_0230#0,"""ここまで簡単に侵入された理由と<br>その原因となるルートはどこ……？"""
st_045080_0240#0,"""……！？<br>管制に、マスターキーでの侵入形跡……！"""
st_045080_0250#0,"""シャオに似てるけど、シャオじゃない……<br>シャオのコピー……ううん、違う……<br>これは、このデータは……！"""
st_045080_0260#0,"""シオンの……もの！？"""
st_045080_0270#0,"""正解だ、私の同胞。<br>いや、姪孫というべきか？"""
st_045080_0280#0,"""やっと、合点がいきました。<br>かつてのフォトナーが生み出し、制御しきれず<br>亜空間に遺棄したという、シオンの模倣体……"""
st_045080_0290#0,"""それが地球に流れ着き、マザーを名乗った。<br>……そういうこと、ですね。"""
st_045080_0300#0,"""……いかにも。<br>それ以上の説明はいるまい。"""
st_045080_0310#0,"""身勝手に私を産みだし、身勝手に私を捨て<br>私に「復讐」という心を学ばせてくれた<br>あのフォトナーどもは、どこだ？"""
st_045080_0320#0,"""……残念でしたね。<br>フォトナーはすでにいません。滅びました。<br>貴方の復讐の対象は、いませんよ。"""
st_045080_0330#0,"""そうか……ならばフォトナーの残したもの<br>全てを破壊して回るのみだ。<br>奴らの作りしもの、何一つ残してなるものか。"""
st_045080_0340#0,"""そのための力を、得るために……<br>エーテルとフォトンの融合体を<br>……アルを、もらい受ける。"""
st_045080_0350#0,"""だ、だめです！<br>アルくんは絶対に渡しません！"""
st_045080_0360#0,"""きゃあっ！"""
st_045080_0370#0,"""……マザーの邪魔はさせない。"""
st_045080_0380#0,"""……存外に大人しいのだな、融合体。<br>年相応に泣き喚いてみせたり<br>抵抗ぐらいしてみせたらどうだ。"""
st_045080_0390#0,"""……ぼくは、信じてる。<br>お姉ちゃんが助けてくれるって<br>信じてるから、泣かない。"""
st_045080_0400#0,"""ぼくが泣いたら、お姉ちゃんも泣いちゃうから<br>ぼくは……絶対に、泣かない。"""
st_045080_0410#0,"""……八坂火継の事か。<br>無駄だ、彼女はもう目覚めない。"""
st_045080_0420#0,"""そんなことない！<br>お姉ちゃんは……お姉ちゃんは……<br>ぼくを守ってくれるって、言ったから……！"""
st_045080_0430#0,"""その願いは、叶わない。"""
