11_voice_NPC_5018_101#0,"""อ้าว เธอเองเรอะ<br>มาได้จังหวะพอดีเลยน้า"""
Chroto_favs_before_020#0,"""อ่ะนี่ ของขวัญสำหรับเธอ<br>ช่วยรับไปหน่อยได้มั้ย?"""
Chroto_favs_after_010#0,"""ถือว่าเป็นของตอบแทนเรื่องที่ผ่านๆมาละกัน<br>ไม่ต้องคิดมากหรอก รับไปเถอะ"""
Chroto_favs_after_020#0,"""จากนี้ก็คงต้องรบกวนเธออีกหลายเรื่องน่ะแหละ"""
Chroto_favs_after_030#0,"""ไว้เจอกันใหม่นะ"""
11_voice_NPC_5018_101#1,"""ああ、きみか。<br>ちょうど良いところに来たね。"""
Chroto_favs_before_020#1,"""ほら、これをきみにプレゼントだよ。<br>受け取ってくれるかい？"""
Chroto_favs_after_010#1,"""日頃のお礼、といったところ。<br>まあ、気にせず受け取って欲しいな。"""
Chroto_favs_after_020#1,"""これからもちょこちょこ<br>絡ませてもらうからさ。"""
Chroto_favs_after_030#1,"""それじゃあ、またね。"""
Chroto_favs_present_010#0,"""Chroto มอบ [Element Synthesizer] ให้กับท่าน"""
Chroto_favs_present_020#0,"""Chroto มอบ [Aerial Shooting] ให้กับท่าน"""
Chroto_favs_present_030#0,"""Chroto มอบ [Satellite Aim] ให้กับท่าน"""
Chroto_favs_present_040#0,"""Chroto มอบ [Element Synthesizer] ให้กับท่าน"""
Chroto_favs_present_050#0,"""Chroto มอบ [Shell Storm] ให้กับท่าน"""
Chroto_favs_present_060#0,"""Chroto มอบ [Messiah Time] ให้กับท่าน"""
Chroto_favs_present_070#0,"""Chroto มอบ [Element Synthesizer] ให้กับท่าน"""
Chroto_favs_present_080#0,"""Chroto มอบ [Infinity Burst] ให้กับท่าน"""
Chroto_favs_present_090#0,"""Chroto มอบ [Elder Rebellion] ให้กับท่าน"""
Chroto_favs_present_100#0,"""Chroto มอบ [Element Synthesizer] ให้กับท่าน"""
Chroto_favs_present_010#1,"""クロトから『シンセサイザー』を受け取りました。"""
Chroto_favs_present_020#1,"""クロトから『エリアルシューティング』を受け取りました。"""
Chroto_favs_present_030#1,"""クロトから『サテライトエイム』を受け取りました。"""
Chroto_favs_present_040#1,"""クロトから『シンセサイザー』を受け取りました。"""
Chroto_favs_present_050#1,"""クロトから『バレットスコール』を受け取りました。"""
Chroto_favs_present_060#1,"""クロトから『メシアタイム』を受け取りました。"""
Chroto_favs_present_070#1,"""クロトから『シンセサイザー』を受け取りました。"""
Chroto_favs_present_080#1,"""クロトから『インフィニティファイア』を受け取りました。"""
Chroto_favs_present_090#1,"""クロトから『エルダーリベリオン』を受け取りました。"""
Chroto_favs_present_100#1,"""クロトから『シンセサイザー』を受け取りました。"""
11_voice_NPC_5018_100#0,"""เคล็บลับในการประสบความสำเร็จของการเป็น ARKS<br>คงเป็นการที่ไม่ฝืนตัวเองเกินไปล่ะมั้ง<br>ค่อยๆทำไป แต่ทำบ่อยๆนี่แหละดีที่สุด"""
11_voice_NPC_5018_100#1,"""アークスとして大成するコツは<br>頑張りすぎないこと、かなぁ。<br>適度に、てきとーに。"""
