st_046010_0001#0,"""A.P.241/4/19/11:00"""
st_046010_0010#0,"""嗚嗚嗚……<br>頭還是好痛哦……"""
st_046010_0020#0,"""是不是再休息下比較好？"""
st_046010_0030#0,"""你真的沒關係嗎？"""
st_046010_0040#0,"""不用不用，沒事的！<br>雪拉我已經能動起來啦－－！"""
st_046010_0050#0,"""沒事的，不用擔心！<br>您就只當我是做了些平常不怎麼做的工作<br>頭腦過載了就行。"""
st_046010_0060#0,"""……而且<br>就眼下這狀況，我也沒辦法躺下歇息呀。"""
st_046010_0070#0,"""首先……我想向大家道歉。<br>都是因為我，才給你們添了麻煩。"""
st_046010_0080#0,"""別這麼說呀，火継小姐您又沒做錯！<br>真正有錯的是那些搞破壞的人！"""
st_046010_0090#0,"""但都是因為我才引起了這些啊。<br>所以就讓我鄭重地道個歉吧。<br>……也包括阿有的事情。"""
st_046010_0100#0,"""畢竟這也事關阿有弟弟<br>所以還請容我先報告下<br>因前些日子的襲擊，而導致的損傷情況。"""
st_046010_0110#0,"""雖然之前，ARKS戰艦的管制權曾暫時<br>被奪走過一段時間，但現在已經完全恢復了。"""
st_046010_0120#0,"""ARKS戰艦也已經重返了地球圈。<br>而且我們也做足了對策，所以多半是不會再發生<br>之前那種事情啦。應該說，我決不會讓它發生！"""
st_046010_0130#0,"""而至於人員損傷的情況<br>……其實還算比較輕微。"""
st_046010_0140#0,"""萬幸的是，由於ARKS的限制被惡意利用<br>導致大多數ARKS都無法進行交戰<br>所以，這反倒幫助了我們進行避難疏導。"""
st_046010_0150#0,"""只不過……阿有弟弟他……"""
st_046010_0160#0,"""你不用這麼特別顧及我，雪拉。<br>我和阿有是相連著的，所以我明白。<br>……他已經被聖母吸收了。"""
st_046010_0170#0,"""沒錯，阿有他曾陪伴過我。<br>他曾在我幾近消沉之時鼓勵了我。<br>……而這份聯繫，現在卻十分微弱。"""
st_046010_0180#0,"""然而，它也並沒有消失。<br>……所以，我絕對要把阿有搶回來。<br>……把他從聖母那裡搶回來！"""
st_046010_0190#0,"""不過，聖母她把阿有佔為己有<br>究竟是有什麼打算啊？"""
st_046010_0200#0,"""要說明這個問題，還是得先從<br>阿有弟弟和聖母究竟是什麼<br>這一點開始講起才行呢。"""
st_046010_0210#0,"""關於聖母，在地球先導的記錄中<br>有著這樣的描述："""
st_046010_0220#0,"""……“據我們推測，被稱為聖母的那位存在<br>很可能是在近乎於神話的太古之時<br>從遙遠的某處來到地球的。”"""
st_046010_0230#0,"""“而這位來自遙遠之所……異世之地的存在<br>也許就是在機緣巧合之下<br>才恰好在最近甦醒過來，開始了活動。”"""
st_046010_0240#0,"""……沒錯，若是追根溯源<br>她原本是我們這邊產生的問題。"""
st_046010_0250#0,"""這位被稱為了聖母的存在<br>其實就是「全知存在」錫安的複製體<br>－－是她的第一號模型。"""
st_046010_0260#0,"""人們將她創造了出來，卻沒能控制住她<br>因而最終，她被當成了最初的失敗作<br>只好被遺棄進了亞空間之中。"""
st_046010_0270#0,"""而後來，她漂流到了地球，成為了聖母。"""
st_046010_0280#0,"""……沒錯。所以說，以太和光子會相像也是理所當然的。<br>因為這兩者，原本就是同一種東西。"""
st_046010_0290#0,"""ARKS的各位，還請千萬別過意不去。"""
st_046010_0300#0,"""無論聖母是以怎樣的經歷誕生出來的<br>她讓地球上的人們和文明<br>得到了新的進化，也是毋庸置疑的事實。"""
st_046010_0310#0,"""……因此，此次的一連串事件<br>都是地球人必須翻越的坎坷。<br>是為了進化和發展，而應當去跨過的高墻。"""
st_046010_0320#0,"""但現在比起這個，還是應該優先關注一下<br>那位被稱為阿有的孩子才是。"""
st_046010_0330#0,"""……那個，關於阿有弟弟<br>我有件事情要向大家報告。"""
st_046010_0340#0,"""在之前去解救火継小姐<br>還有阿有被聖母所吸收的那時<br>我已經通過分析，把一切都搞清楚了。"""
st_046010_0350#0,"""搞清楚？搞清楚了什麼？"""
st_046010_0360#0,"""我搞清楚……阿有弟弟究竟是什麼了。"""
st_046010_0370#0,"""阿有弟弟的真實身份……<br>其實就是由於<%me>的回歸<br>而險些再次凝聚成形的黑暗結晶。"""
st_046010_0380#0,"""也就是說，阿有弟弟……"""
st_046010_0385#0,"""是黑暗法爾斯。"""
st_046010_0390#0,"""黑暗法爾斯……就是那個……<br>ARKS絕對的敵人？"""
st_046010_0400#0,"""是的。它既是【深遠之暗】的碎片<br>也是ARKS的敵人，同時還是統領黑暗種的存在。<br>……這就是黑暗法爾斯。"""
st_046010_0410#0,"""簡單來說，黑暗法爾斯<br>就是一種超級強力的黑暗種。<br>它會試圖附體在什麼身上，而現身於世。"""
st_046010_0420#0,"""附體……意思是說<br>當時纏在我身上的那東西是……"""
