un_013190_0001#0,"""A.P.238/4/8"""
un_013190_0010#0,"""สวัสดีจ้า!<br>แม้จะกะทันไปนิดแต่ขอถามหน่อย!<br>ว่าเธอจะเข้าร่วมงานประลองฝีมือมั้ย?"""
un_013190_0020#0,"""ร่วมสินะ ร่วมใช่รึเปล่า?<br>อืมใช่แล้ว ร่วมเถอะๆ !<br>เอาล่ะตกลงตามนั้นนะ!"""
un_013190_0030#0,"""และเพราะว่า งานประลองฝีมือเนี่ย<br>มันจำเป็นที่จะต้องตั้งปาร์ตี้<br>เพื่อเข้าร่วมน่ะน้า!"""
un_013190_0040#0,"""ค่า งั้นก็คำถามที่ 2!<br>เธอตัดสินใจว่าจะจับคู่กับใครไปหรือยัง?<br>ยังไม่ได้ตัดสินใจสินะ? ใช่มั้ย!"""
un_013190_0050#0,"""เอามาถึงคำใบ้พิเศษกันค่า!<br>ตอนนี้ที่ข้างหน้าของเธอ<br>มี ARKS ที่บังเอิญว่างอยู่!"""
un_013190_0060#0,"""เขาเป็นใครกันน้า? ใครกันเอ่ย?"""
un_013190_0070#0,"""นั่นต้องหมายถึงชั้นแน่ๆ เลย<br>ถ้าจะชวนชั้นล่ะก็ ด้วยความยินดีค่ะ"""
un_013190_0080#0,"""ดะ เดี๋ยวสิ มันใช่ซะที่ไหนเล่า!<br>จะมาเมินชั้นแล้วไปชวน Tia แค่คนเดียวนี่<br>ไม่ได้ไม่ได้ เป็นไปไม่ได้!"""
un_013190_0090#0,"""นั่นก็เพราะว่า<br>ชั้นกับ Tia น่ะเราเป็นคู่กัน<br>เป็น Pati & Tia ยังไงล่ะ!"""
un_013190_0100#0,"""แล้วคนที่ทิ้งชั้นไว้<br>แล้วแอบมาชวนอยู่คนเดียวมันใครกันล่ะ?"""
un_013190_0110#0,"""ก็ ก็แบบว่า<br>งานประลองฝีมือมันน่าสนุกนี่นา!"""
un_013190_0120#0,"""ตอนแรกนึกว่าเป็นงานชุมนุมสังสรรค์<br>ที่เป็นพิธีรีตรองก็เลยคิดว่าช่างมัน<br>แต่ดูเหมือนว่ามันจะไม่ใช่แบบนั้นนะ!"""
un_013190_0130#0,"""......เฮ้อ<br>ด้วยเหตุนี้ Pati จังก็เลยอยากจะ<br>เข้าร่วมงานประลองฝีมือนั่นขึ้นมาล่ะ"""
un_013190_0140#0,"""ถ้าคุณชวนเธอตอนนี้ชั้นเองก็คงจะ<br>ร่วมมือในการเข้าร่วมด้วยเหมือนกัน<br>ถ้าคุณชวนพวกเรา ชั้นคงจะดีใจมาก"""
un_013190_0150#0,"""ชวนนะ ชวนพวกเราเถอะ<br>ถ้าไม่ชวนล่ะก็<br>ชั้นจะแช่งเธอเลย......"""
un_013190_0160#0,"""อย่าใส่ใจตลกฝืดบ้าๆ นี้เลย<br>ถ้าหากคุณต้องการ<br>ก็ลองชวนพวกเราดูนะ"""
un_013190_0001#1,"""A.P.238/4/8"""
un_013190_0010#1,"""こんにちはっ！<br>突然ですがいきなり質問です！<br>あなたは戦技大会に参加する？"""
un_013190_0020#1,"""するよね、するでしょ？<br>うんそうだ、しようしよう！<br>はい決定！"""
un_013190_0030#1,"""そんでもって、戦技大会って<br>ルール上パーティーを組んでの<br>参加が必須なんだよねー！"""
un_013190_0040#1,"""はい、そこで第二の質問！<br>あなた、誰か組む相手決めてる？<br>決めてないよね？\u3000そうでしょ！"""
un_013190_0050#1,"""よーしここでとびきりのヒントだ！<br>なんと、今、あなたの目の前に<br>たまたま空いてるアークスがいます！"""
un_013190_0060#1,"""誰かなー？\u3000誰だろうねー？"""
un_013190_0070#1,"""それはきっと私のことね。<br>誘ってもらえるなら、喜んで。"""
un_013190_0080#1,"""ちょっ、違っ、違う違う！<br>あたし無視してティアだけ誘うとか<br>ダメダメ、ありえない！"""
un_013190_0090#1,"""なんてったって<br>あたしとティアは二人揃っての<br>パティエンティア、なんだから！"""
un_013190_0100#1,"""そのわりに私を置いて<br>一人勧誘を始めてたのは誰ー？"""
un_013190_0110#1,"""だ、だってだって<br>戦技大会、面白そうなんだもん！"""
un_013190_0120#1,"""堅苦しい催しだと考えてたから<br>どーでもいいやって思ってたのに<br>なんか、そんな感じじゃないし！"""
un_013190_0130#1,"""……はぁ。<br>ということで、パティちゃんは<br>戦技大会に参加したいんだって。"""
un_013190_0140#1,"""今ならもれなく私ことティアも<br>一緒にくっついて協力するから<br>誘ってもらえると、嬉しいかも。"""
un_013190_0150#1,"""誘ってねー、誘ってよー。<br>誘ってくれなきゃ<br>呪っちゃうぞー……"""
un_013190_0160#1,"""このバカの戯れ言は気にせずに<br>気が向いたら誘うぐらいの<br>考えでいいからね。"""
