name01#0,"""？？？"""
name02#0,"""？？？"""
st_034050_0001#0,"""A.P.239/3/3/14:00"""
st_034050_0010#0,"""いっぱいコピーを作ってあげたら<br>お腹がぐーぐー減っちゃった。"""
st_034050_0020#0,"""うん。だからひとりぐらい<br>喰べちゃおう。ぱっくんと。"""
st_034050_0030#0,"""あ……っ。"""
st_034050_0040#0,"""ちいいっ……！"""
st_034050_0050#0,"""あれ、あれあれあれ？<br>アークスを狙ったら【巨躯】が<br>入ってきてくれたよ？"""
st_034050_0060#0,"""もうけものだね、もうけもの。<br>そのまま、喰っちゃおう。"""
st_034050_0070#0,"""調子に乗るなよ【双子】……！<br>貴様の思惑ごと、潰してくれるわ！"""
st_034050_0080#0,"""うわっ、うわわわっ！<br>力尽くで、空間を潰すつもり？<br>馬鹿なの？\u3000馬鹿なの？"""
st_034050_0090#0,"""ぼくたちごと、どこかに跳ぶ気？<br>さっすが馬鹿だね、図抜けた馬鹿だね。<br>死ぬ気なの？\u3000死ぬ気なの？"""
st_034050_0100#0,"""げ、ゲッテムハルト様っ！"""
st_034050_0110#0,"""否！\u3000断じて否！<br>我が名はダークファルス【巨躯】！<br>そのような、弱き名ではない！"""
st_034050_0120#0,"""貴様もアークスの端くれであるならば<br>その手に……未来を求めよ！<br>諦観を捨てろ！\u3000過去に縛られるな！"""
st_034050_0130#0,"""その結末を、お前は見たはずだ！<br>なぁ、そうだろうがよォ！"""
st_034050_0140#0,"""だから、俺のようには<br>なるんじゃねえぞ……ディア。"""
st_034050_0150#0,"""……はい、ゲッテムハルト様。"""
st_034050_0160#0,"""あいつ、最後に名前を呼んでたよな。<br>もしかして……あいつにもまだ……"""
st_034050_0170#0,"""……いいんです、ゼノ様。<br><%me>様。<br>もう、いいんです。"""
st_034050_0180#0,"""……あの方が呼んでくれた通り<br>私は、メルランディアです。<br>だからもう、いいんです。"""
st_034050_0190#0,"""……そうか。"""
st_034050_0200#0,"""ちょっ、姉ちゃん……！"""
st_034050_0210#0,"""……触るな！<br>あたしは……そんなのじゃない！"""
st_034050_0220#0,"""でも、あたしは……！<br>ダークファルスでもないのなら……<br>あたしは……一体、何なの？"""
st_034050_0230#0,"""ユク姉ッ！"""
st_034050_0240#0,"""……はは、また逃げられちまった。"""
st_034050_0250#0,"""でも、大丈夫。<br>おれは諦めねえよ。<br>いつか必ず、通じ合える。"""
st_034050_0260#0,"""どこに行ってても、探し出してやるさ。<br>姉ちゃんは忘れてるのかもしれないけど<br>おれは、探し物が得意だからな。"""
st_034050_0270#0,"""なにせ、いつも姉ちゃんのものを<br>探してやってたんだ。"""
st_034050_0280#0,"""今回も、同じ。<br>必ず……見つけ出してやる。"""
