un_054020_0001#0,"""A.P.241/10/27"""
un_054020_0010#0,"""……待て！<br>動くな、その場でじっとしてろ。"""
un_054020_0020#0,"""あれはディアと……ゼノの奴だな。<br>ずいぶん楽しそうじゃねェか……"""
un_054020_0030#0,"""気になるのか"""
un_054020_0040#0,"""どうでもいい"""
un_054020_0050#0,"""ハッ、ふざけたこと言うなよ！<br>ゼノの野郎が何を吹き込んでるか<br>わからねェのがムカつく、それだけだ！"""
un_054020_0060#0,"""どうでもいいわけねェだろうが！<br>ゼノの野郎に変なことを<br>吹き込まれていたらどうする！"""
un_054020_0070#0,"""……話は終わったみたいだな。<br>テメェ、ちょっと身体を貸せ！"""
un_054020_0080#0,"""ど、どうされましたか。<br><%me>様？"""
un_054020_0090#0,"""オイ、<%me>。<br>……なんとかしておけ。"""
un_054020_0100#0,"""あの……<%me>様？<br>大丈夫、ですか？"""
un_054020_0110#0,"""……ふふっ、おかしな方ですね。"""
un_054020_0120#0,"""ゲッテムハルト様も、あんな風に<br>私をじっと見るときがあったので<br>……なんだか、懐かしい感じでした。"""
un_054020_0130#0,"""ちょうど先ほど、ゼノさんとも<br>ゲッテムハルト様や姉さんの話を<br>していたので、なおさらですね。"""
un_054020_0140#0,"""ゲッテムハルトの話？"""
un_054020_0150#0,"""姉さんの話？"""
un_054020_0160#0,"""はい、私の知らない二人のことを<br>ときどき聞かせてもらっているんです。"""
un_054020_0170#0,"""具体的にどのような話かは……"""
un_054020_0180#0,"""……秘密、とさせてください。"""
un_054020_0190#0,"""ゲッテムハルト様に聞かれたら<br>怒られちゃうような話なんです。<br>いえ、照れちゃう、でしょうか。"""
un_054020_0200#0,"""だから、なんだか今日は<br>雰囲気の似ていらっしゃる<br>貴方様にも秘密。"""
un_054020_0210#0,"""そういうことです。<br>……それでは、また。"""
un_054020_0220#0,"""……ゼノの野郎！<br>ディアに何を吹き込みやがった！"""
un_054020_0230#0,"""おい！<br>今すぐアイツを潰しに行くぞ！<br>とっととその身体を貸せ！"""
