st_044100_0001#0,"""A.D.2028/4/15/12:30"""
st_044100_0010#0,"""拉……拉普拉斯居然……！？<br>你的攻擊居然能超越因果律……搞什麼啊！"""
st_044100_0020#0,"""這太奇怪了……這絕對太奇怪了！<br>這100%是不可能的嘛！<br>你這人怎麼回事啊！"""
st_044100_0030#0,"""……就甭管怎麼回事了<br>看來到你該吃苦頭的時候了！"""
st_044100_0040#0,"""呃……！"""
st_044100_0050#0,"""……消失了！？<br>跑哪兒去了！"""
st_044100_0060#0,"""……這就是你輕敵的後果。<br>處理不了超出預想的事態<br>可稱不上是個學者啊，奧庫。"""
st_044100_0070#0,"""煩、煩死了！<br>根本沒人叫你來幫我好吧！"""
st_044100_0080#0,"""我當然知道。我也並不是幫你。<br>只是時機已到罷了。"""
st_044100_0090#0,"""時機已到……？"""
st_044100_0100#0,"""<%me>！炎雅先生！<br>不好了！火継小姐她！<br>火継小姐她……！"""
st_044100_0110#0,"""！！"""
st_044100_0120#0,"""停手吧，冰莉！<br>你被騙了！"""
st_044100_0130#0,"""呵呵……火継你這是在說什麼呀？<br>我才沒有被騙呢。"""
st_044100_0140#0,"""不論是這把武器，還是這份力量<br>都是因為我想得到才得到的。<br>跟聖母沒有關係。"""
st_044100_0150#0,"""我是憑著自己的意志來到的這裡。<br>正是因為我想要救火継<br>才會憑著自己的意志，站在了這裡。"""
st_044100_0160#0,"""憑著自己的意志……？"""
st_044100_0170#0,"""火継呀，我問你喔。<br>你是為什麼會在那邊呀？<br>為什麼會站在與我不同的一方啊？"""
st_044100_0180#0,"""你在那邊，是想做些什麼呀？"""
st_044100_0190#0,"""呃……我……！"""
st_044100_0200#0,"""看吧，你根本答不上來。我就知道。<br>火継你就是被操縱了。<br>你才是被騙的那個。"""
st_044100_0210#0,"""沒……沒這回事……！<br>……這都是我自己決定的！<br>不論是來到這裡、挺身出戰也好，還是獲得這份力量也好！"""
st_044100_0220#0,"""可既然如此，你又為什麼會如此猶豫呢？"""
st_044100_0230#0,"""我之前也说过吧？只有無所迷茫<br>勇往直前的樣子才像你。<br>我不願看到你如此猶豫的樣子。"""
st_044100_0240#0,"""要是你沒被騙也沒有被操縱<br>更沒有任何迷茫的話……就来砍我啊。"""
st_044100_0250#0,"""砍你……？"""
st_044100_0260#0,"""來啊，怕什么？來大大方方地砍我呀。<br>要是千真萬確的火継能砍向我<br>那我可太樂意了。來嘛。"""
st_044100_0270#0,"""……果然。<br>你不是火継。"""
st_044100_0280#0,"""我能砍得了哦。我能毫不猶豫地砍向你。<br>畢竟，這樣才能拯救火継你嘛。"""
st_044100_0290#0,"""只要是為了拯救火継<br>即便是殺掉火継你，我也甘心樂意！"""
st_044100_0300#0,"""……呃！"""
st_044100_0310#0,"""什麼……！<br>啊……啊啊啊啊啊啊啊啊！！"""
st_044100_0320#0,"""呃，嗚嗚……啊啊……啊……！<br>好痛……！好……痛……！"""
st_044100_0330#0,"""靠謊言製成的武器，還真是脆弱呢。<br>居然這麼輕而易舉就斷了。"""
st_044100_0340#0,"""你等著哦火継。<br>我馬上就殺了這個火継的冒牌貨。"""
st_044100_0350#0,"""咿……！"""
st_044100_0360#0,"""別那麼害怕啦火継。<br>沒事的，馬上就會結束的。<br>只會痛一開始的一下下而已……"""
st_044100_0370#0,"""然後，就能恢復成原樣了。<br>聖母會幫我把你恢復成原樣的。"""
st_044100_0380#0,"""不要……別這樣，冰莉……<br>別這樣……別過來……！"""
st_044100_0390#0,"""……火継可不會說這種話。"""
st_044100_0400#0,"""冰……莉…………"""
st_044100_0410#0,"""太好了火継，我成功完成了哦。<br>這樣一來，火継你就能回到我身邊了。<br>只要再忍一下下就好了，你要等著哦，火継。"""
st_044100_0420#0,"""呵呵，啊哈哈，啊哈哈哈哈哈哈哈哈哈哈哈<br>哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！"""
st_044100_0430#0,"""阿……有…………<br>大……家…………"""
