name01#0,"""Hilda"""
name01#1,"""ヒルダ"""
11_voice_navi02_103#0,"""Now that you're warmed up,<br>let's move on to combat."""
11_voice_navi02_104#0,"""Go ahead and try out your weapon."""
text00#0,"""Wizard Combat"""
text01#0,"""Tutorial<br>: Wizard combat<br><br>Wizards excel with photon magic weapons.<br> We'll start with some rod training."""
text02#0,"""Press <%NormalAttack> to perform a standard attack.<br>Try it out for yourself."""
text03#0,"""Press <%NormalAttack> to perform a standard attack.<br>Try it out for yourself."""
text100#0,"""Use <%NormalAttack> to perform a standard attack."""
text1000#0,"""Use <%NormalAttack> to perform a standard attack."""
11_voice_navi02_103#1,"""よし、ウォーミングアップは<br>十分なようだな。<br>では、攻撃手段の指南に移るぞ。"""
11_voice_navi02_104#1,"""さあ、実際に武器を使ってみるんだ。"""
text00#1,"""フォースの『攻撃方法』について"""
text01#1,"""チュートリアル<br>フォースの『攻撃方法』について、説明します。<br><br>フォースは法撃武器を得意とする戦闘タイプです。<br>法撃武器「ロッド」を使った訓練を開始します。"""
text02#1,"""<%NormalAttack>を押すことで、通常攻撃を行います。<br>実際に攻撃を行ってみましょう。"""
text03#1,"""<%NormalAttack>を押すことで、通常攻撃を行います。<br>実際に攻撃を行ってみましょう。"""
text100#1,"""<%NormalAttack>で通常攻撃を行え！"""
text1000#1,"""<%NormalAttack>で通常攻撃を行え！"""
11_voice_navi02_105#0,"""I'm glad you take this in quick.<br>Next up is 3-step combo attack."""
11_voice_navi02_106#0,"""Now, watch your timing, and try and attack 3 times in a row."""
text00#0,"""[Combo Attacks]"""
text01#0,"""Tutorial<br>Let's go over [Combo Attacks].<br><br>By consecutively pressing <%NormalAttack>, or by holding it down, you can perform a 3-Step Attack."""
text02#0,"""Tutorial<br>Let's go over [Combo Attacks].<br><br>By consecutively pressing <%NormalAttack>, or by holding it down, you can perform a 4-Step Attack."""
text03#0,"""Tutorial<br>Let's go over [Combo Attacks].<br><br>By consecutively pressing <%NormalAttack>, or by holding it down, you can perform a 5-Step Attack."""
text04#0,"""Tutorial<br>Let's go over [Combo Attacks].<br><br>By consecutively pressing <%NormalAttack>, or by holding it down, you can perform a 6-Step Attack."""
text05#0,"""Tutorial<br>Let's go over [Combo Attacks].<br><br>By consecutively pressing <%NormalAttack>, or by holding it down, you can perform a 7-Step Attack."""
text06#0,"""Tutorial<br>Let's go over [Combo Attacks].<br><br>By consecutively pressing <%NormalAttack>, or by holding it down, you can perform a 8-Step Attack."""
text100#0,"""Use <%NormalAttack> to do a 3-Step Attack!"""
text1000#0,"""Use <%NormalAttack> to do a 3-Step Attack!"""
11_voice_navi02_105#1,"""飲み込みが早くて助かるな。<br>続いてのカリキュラムは、<br>３段の連続攻撃だ。"""
11_voice_navi02_106#1,"""では、タイミングを取って<br>３段攻撃を行ってみろ。"""
text00#1,"""『連続攻撃』について"""
text01#1,"""チュートリアル<br>『連続攻撃』について説明します。<br><br><%NormalAttack>を連打、または押し続けることで、<br>３段攻撃を連続して行います。"""
text02#1,"""チュートリアル<br>『連続攻撃』について説明します。<br><br><%NormalAttack>を連打、または押し続けることで、<br>３段攻撃を連続して行います。"""
text03#1,"""チュートリアル<br>『連続攻撃』について説明します。<br><br><%NormalAttack>を連打、または押し続けることで、<br>３段攻撃を連続して行います。"""
text04#1,"""チュートリアル<br>『連続攻撃』について説明します。<br><br><%NormalAttack>を連打、または押し続けることで、<br>３段攻撃を連続して行います。"""
text05#1,"""チュートリアル<br>『連続攻撃』について説明します。<br><br><%NormalAttack>を連打、または押し続けることで、<br>３段攻撃を連続して行います。"""
text06#1,"""チュートリアル<br>『連続攻撃』について説明します。<br><br><%NormalAttack>を連打、または押し続けることで、<br>３段攻撃を連続して行います。"""
text100#1,"""<%NormalAttack>で３段攻撃を決めろ！"""
text1000#1,"""<%NormalAttack>で３段攻撃を決めろ！"""
