Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/mn22 /toge /ci2 1 ああっ、貴方様ではありませんか！<br>助けてください！<br>私、大ピンチです！"""
Success#1,"""/mn15 /ci2 1 おかげ様で、助かりましたわ！<br>私の実力ではご一緒してくださると<br>嬉しいですわ……ってサガさん？"""
Failure#1,"""/ci4 5 し、失敗してしまいましたわ。<br>せっかく貴方様に手伝って頂いたのに<br>悔しいですわ。"""
Dead#1,"""/mn5 ああ……限界ですわ。<br>お先に休ませて頂きます……"""
BuddyDead#1,"""/mn2 ちょちょちょっ、サガさん？<br>二人だけで相手なんて、無理です！<br>早く起きてくださーい！"""
Begin#2,"""/toge /ci2 2 いまこそ、貴方様のために<br>私の秘められているであろう力を<br>見せつけるときです！"""
Success#2,"""/ci2 1 ついていきたい気持ちを<br>グッと我慢して、笑顔で送り出します！<br>頑張ってくださいね！"""
Failure#2,"""サガさん！<br>調子が出てきたところですのに！<br>ごめんなさい、帰還いたしますわ……"""
Dead#2,"""うう……<br>私の秘めたる力が目覚めない……"""
BuddyDead#2,"""/toge サガさん、かっこ悪いです！<br>だっさいです！\u3000幻滅しました！<br>これは特訓一回キャンセルですね！"""
Begin#3,"""/mn6 /ci2 2 まあ、貴方様ではありませんか！<br>ここで偶然出会うなんて、運命ですわ！<br>それとも、私に贈り物を届けに！？"""
Success#3,"""/mn26 /ci3 3 ちょ、ちょっとサガさん、どこへ！？<br>私、あの御方と楽しくお話をしながら<br>贈り物を貰わないといけませんのにー！"""
Failure#3,"""/mn23 /ci4 3 きゅう……さすがにこれ以上は……<br>申し訳ありません、贈り物はまた今度！<br>出直してまいりますわ……"""
Dead#3,"""/mn13 ああ、もうダメですわ……<br>このまま貴方様の腕の中で<br>しなだれていきたい……"""
BuddyDead#3,"""/mn37 サ、サガさーん！<br>ちょ、ちょっと休んじゃダメですー！<br>私がやられちゃいますわ！"""
Begin#4,"""/mn22 /ci1 2 私を呼ぶ声が……と思って来たら<br>全然違うじゃありませんか！"""
Success#4,"""/ci2 2 なんてまぎらわしいペットの名前……<br>次は勘違いしたりしませんからね！"""
Failure#4,"""/mn13 名前が似てて、いちいち反応して<br>しまうので余計に疲れてしまいました。<br>……先に退かせてもらいますね。"""
Dead#4,"""/mn4 きゅう……私、もう限界ですわ……<br>ちょっとだけ、ちょっとだけ<br>お休みさせていただきます……"""
BuddyDead#4,"""/mn2 ちょっとちょっと、ピエトロさん？<br>敵はまだたくさんいらっしゃいますよ！<br>お願いですから起きてくださーい！"""
