un_039130_0001#0,"""A.P.239/5/4"""
un_039130_0010#0,"""あの、えっと、二人とも……？"""
un_039130_0020#0,"""……こんなところで何してるのよ<br>クラリスクレイス。<br>あんたナベリウスに出撃してたでしょ。"""
un_039130_0030#0,"""ふん、それはこっちの台詞だ。<br>サラだってナベリウスに出撃してるって<br>報告があったじゃないか。"""
un_039130_0040#0,"""あたしはもう用事が終わったの。<br>ここにいても何の問題もないでしょ？"""
un_039130_0050#0,"""私だってそうだもんねー！<br>私は先代に用があるんだ。"""
un_039130_0060#0,"""おあいにくさま。<br>あたしも、マトイに用があるのよ。"""
un_039130_0070#0,"""ていうかあんた、先代先代って<br>いい加減、マトイのこと<br>名前で呼んであげなさいよ。"""
un_039130_0080#0,"""先代は先代だから問題ないもーん。<br>サラこそ、呼び捨ては失礼じゃないのか？"""
un_039130_0090#0,"""別にいいでしょ。<br>マトイが嫌がってないんだから。"""
un_039130_0100#0,"""わからないぞー？<br>嫌がってるかもしれないぞー？<br>なあ、先代？"""
un_039130_0110#0,"""それいったら、あんたの呼び方だって<br>言ってないだけで嫌がってるかも<br>しれないでしょ。ね、マトイ？"""
un_039130_0120#0,"""……あ、えっと、わたしはね<br>呼び捨てでも、先代って呼ばれても<br>どっちでもいいかなあ、なんて……"""
un_039130_0130#0,"""はっきりして！"""
un_039130_0140#0,"""はっきりして！"""
un_039130_0150#0,"""ご、ごめんなさい！"""
un_039130_0160#0,"""うう、なんでわたし怒られたの……？"""
un_039130_0170#0,"""……あ<br><%me>！<br>助けて！\u3000何が何だかわからないの！"""
un_039130_0180#0,"""１．……何をやってるんだ？"""
un_039130_0190#0,"""２．……二人とも、他に目的があるんじゃ？"""
un_039130_0200#0,"""わたしにもわからないの。<br>二人が同時にわたしのところに来て<br>急に口論し出しちゃって……"""
un_039130_0210#0,"""……二人の、目的？"""
un_039130_0220#0,"""……あ。"""
un_039130_0230#0,"""……あ。"""
un_039130_0240#0,"""そう、そうよ、そうだったわ。<br>こんなおバカさんと口論しに来た<br>わけじゃなかった。"""
un_039130_0250#0,"""私だってケンカに来たわけじゃない。<br>勝手にサラが噛みついてきただけだ。"""
un_039130_0260#0,"""えっと、二人とも<br>わたしに用事があるってことだよね？<br>……なにか、悪いことしちゃったかな？"""
un_039130_0270#0,"""そ、そういうわけじゃないの！"""
un_039130_0280#0,"""そうだ、先代は何も悪くない！"""
un_039130_0290#0,"""えっと……じゃあ、何だろ……？"""
un_039130_0300#0,"""これっ！"""
un_039130_0310#0,"""これを！"""
un_039130_0320#0,"""……これ、ナベリウスに咲いてる、花？"""
un_039130_0330#0,"""よりにもよって<br>この子とかぶった……！"""
un_039130_0340#0,"""精一杯考えたのに……！"""
un_039130_0350#0,"""……二人とも、どうしてこれを。"""
un_039130_0360#0,"""あ、えっと、マトイにはお世話になって<br>ばっかりだったから、何かお礼を<br>形として渡したくて……"""
un_039130_0370#0,"""でも、何をあげたらいいかわからなくて<br>喜びそうなもの、って考えたときに……<br>これが、思い浮かんだんだ。"""
un_039130_0380#0,"""ほんとはもっときちんとしたものを<br>あげるべきとも思ったんだけど……"""
un_039130_0390#0,"""そういうものよりも……<br>これがいいんじゃないか、って……"""
un_039130_0400#0,"""わたし、この花大好きなんだよ。<br>ね、<%me>？"""
un_039130_0410#0,"""……ありがとう、二人とも。<br>わたし、すっごくうれしい。"""
un_039130_0420#0,"""……でも、一番嬉しいのは<br>二人の気持ち。"""
un_039130_0430#0,"""本当にあったかくて……<br>ありがとう。"""
