st_053010_0001#0,"""A.P.241/10/4/10:00"""
st_053010_0010#0,"""まさか、ルーサーに<br>あんな形で会うことになるなんて……"""
st_053010_0020#0,"""アカシックレコードの見る夢とは<br>うまく言ったものですよ。<br>向こうは想像以上に、混沌です。"""
st_053010_0030#0,"""まあ、夢はいつだって<br>テキトーなものだから。"""
st_053010_0040#0,"""これからもっともーっと<br>すごくてとんでもないのとかが<br>出てくるかもしれないよ？"""
st_053010_0050#0,"""……アルマさん。<br>なんだかこの状況を楽しんでません？"""
st_053010_0060#0,"""ああ、ごめんごめん。<br>状況を楽しんではいないよ。<br>なんとかしなきゃって思ってる。"""
st_053010_0070#0,"""ただ、こうやって他の人と話すの<br>とっても久しぶりだから<br>それが楽しくて、つい。"""
st_053010_0080#0,"""アルマさんってアカシックレコードと<br>一緒にいた、って言ってましたよね。"""
st_053010_0090#0,"""シオンがいなくなったあとは<br>何をされていたんですか？"""
st_053010_0100#0,"""何もしてなかったよ。<br>わたしはアカシックレコードと<br>一緒にいただけだから。"""
st_053010_0110#0,"""整理されていく宇宙の記憶を<br>横目に見ながらずっと一人でいた。<br>それでいいって、思ってた。"""
st_053010_0120#0,"""でもやっぱりあれだね。<br>話し始めると欲が出て来ちゃうね。<br>人と話すって、ほんと大事だ。"""
st_053010_0130#0,"""あの……アルマさん。<br>お時間あるときでいいんで<br>私と雑談しませんか？"""
st_053010_0140#0,"""え、シエラちゃん<br>忙しいんじゃないの？"""
st_053010_0150#0,"""少しぐらい、いいんですよ！<br>私は雑談するのも仕事です！<br>ね、<%me>さん！"""
st_053010_0152#0,"""１．そうだね"""
st_053010_0154#0,"""２．ほどほどにね"""
st_053010_0160#0,"""……そっか。<br>それじゃ、これからも色々話そうね<br>シエラちゃん。"""
st_053010_0170#0,"""はい！"""
