Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci2 2 おお、我が友よ。<br>宴に呼ばれるとは珍しい！<br>珠玉の宝物を求めて召されたか？"""
Success#1,"""/ci2 2 この程度で我らを止められると思うな！<br>これも運命のめぐり合わせ！<br>いざ再び珠玉の宝物を探しに行かん！"""
Failure#1,"""/ci3 2 我らの力が及ばないだと……！<br>くっ……すまない！"""
Dead#1,"""/mn5 我が魂、滅びの時か……！"""
BuddyDead#1,"""/mn18 友よ、無理は禁物だ！<br>あとは我らに任せてもらおう！"""
Begin#2,"""/ci2 2 この巡り合わせに感謝しよう！<br>頼む、我らに力を貸してくれ！"""
Success#2,"""/ci2 2 珠玉の宝物は何処かにあるはずだ……！<br>我ら悩める迷宮に迷いし者同士！<br>共に解を求め、歩こうぞ！"""
Failure#2,"""/ci3 2 なんたる無様……！<br>すまない……！"""
Dead#2,"""/mn5 すまない……<br>しばしの別れを許せ……！"""
BuddyDead#2,"""/mn18 イツキ、無理をするな！<br>死中に活あり！\u3000我らに任せておけ！"""
