st_045030_0001#0,"""A.D.2028/4/17/12:30"""
st_045030_0010#0,"""這是……什麼地方……？"""
st_045030_0020#0,"""……火継可不會說這種話。"""
st_045030_0030#0,"""對了，冰莉她砍了我……"""
st_045030_0040#0,"""……那我是死了嗎？<br>怎麼會……可當時……"""
st_045030_0050#0,"""該輪到我來救姐姐了！<br>……我是絕對，不會讓你死去的！"""
st_045030_0060#0,"""當時我聽到了……阿有的聲音……還感覺暖暖的……<br>……而在那之後，又發生了什麼來著？"""
st_045030_0070#0,"""算了，都無所謂了……<br>……反正我這種人，根本就無所謂的嘛。<br>就我這種……人…………"""
st_045030_0080#0,"""……我根本就不清楚自己想做些什麼<br>也不清楚應該去做些什麼<br>我只不過，是在隨波逐流罷了。"""
st_045030_0090#0,"""這一切，都要怪我自己……<br>所以就這樣好了……我已經，什麼都不想去做了。"""
st_045030_0100#0,"""對啊，就是這樣，我這人根本就毫無價值嘛……<br>不僅被砍斷了武器，還敗給了冰莉……<br>……甚至，還幫不上任何人的忙。"""
st_045030_0110#0,"""……反正我本來就不適合做這些。<br>是啊，這一切的一切，都不是我自己的意願<br>而是因為大家都在叫我這麼做，我才只好順從了他們罷了。"""
st_045030_0120#0,"""不管是加入學生會<br>還是加入聖母星團，都是如此。<br>就連救了阿有，也一樣…………啊！"""
st_045030_0130#0,"""我真正想拯救的，其實是我自己！<br>因為爸爸媽媽他們早早就去世了……<br>而且就連哥都不肯向著我……！"""
st_045030_0140#0,"""都是因為每個人在離我而去<br>我好害怕這樣，所以才一個勁地努力、努力……<br>一直努力到了今天…………"""
st_045030_0150#0,"""……可是，卻沒有任何人肯來保護我。<br>根本沒有任何人，肯陪伴在我身邊！"""
st_045030_0160#0,"""我好累……！我不想再這樣了……！<br>我不想再一直當個好孩子了……！"""
st_045030_0170#0,"""我不願再承受恐懼，也不願忍受痛楚了！<br>我再也不想體會<br>痛苦、艱辛……還有孤獨的感受了……！"""
st_045030_0180#0,"""我真正想做的是什麼？<br>我真正的目的又是什麼？<br>……其實這答案，我一直都是知道的。"""
st_045030_0190#0,"""我只是想要個歸屬罷了。<br>我只是，想要保護我喜歡的事物罷了。<br>我想要的，也就只有這些啊……"""
st_045030_0200#0,"""……可為什麼？<br>是哪裡出了錯？<br>我是錯在了哪裡？"""
st_045030_0210#0,"""誰來告訴我……快來個人告訴我啊……！"""
st_045030_0220#0,"""我受夠了……我不願再承受這些了…！<br>冰莉……哥……阿有……<br><%me>…………！"""
