Title#0,"""ผลของเควส"""
QuestResultTitle#0,"""ผลของเควส"""
ItemResultTitle#0,"""ผลของไอเทม"""
RankResultTitle#0,"""-"""
BeforeQuestResultTitle#0,"""ผลของเควสที่ผ่านมา"""
BeforeItemResultTitle#0,"""ผลของไอเทมที่ผ่านมา"""
BeforeRankResultTitle#0,"""-"""
End#0,"""ออก"""
ItemResultElement1#0,"""Meseta ที่ได้รับ"""
ItemResultElement2#0,"""XP ที่ได้รับ"""
ItemResultElement3#0,"""FUN ที่ได้รับ"""
ItemResultUnit1#0,"""Meseta"""
ItemResultUnit2#0,"""XP"""
ItemResultUnit3#0,"""FUN"""
ItemGet#0,"""Items ที่ได้รับ"""
QuestResultElement1#0,"""ชนะศัตรู"""
QuestResultElement2#0,"""ความเสียหายที่ได้รับ"""
QuestResultElement3#0,"""เวลาที่หมดสภาพ"""
QuestResultElement4#0,"""ฟื้นฟูการหมดสภาพ"""
QuestResultElement5#0,"""เวลาที่สำเร็จ"""
QuestResultElement6#0,"""เวลาที่เหลือ"""
QuestResultElement7#0,"""Quest Points"""
QuestResultElement8#0,"""ค่าความทนทานที่เหลือ"""
QuestResultElement9#0,"""_"""
Score#0,"""คะแนน"""
Perfect#0,"""*PERFECT*"""
TotalResult#0,"""เรทติ้งโดยรวม"""
ErrandResultTitle#0,"""ผลของออเดอร์ที่ได้ช่วย"""
ErrandOrderTitle#0,"""ออเดอร์ที่ได้ช่วย"""
Title#1,"""クエストリザルト"""
QuestResultTitle#1,"""クエストリザルト"""
ItemResultTitle#1,"""アイテムリザルト"""
RankResultTitle#1,"""-"""
BeforeQuestResultTitle#1,"""前回のクエストリザルト"""
BeforeItemResultTitle#1,"""前回のアイテムリザルト"""
BeforeRankResultTitle#1,"""-"""
End#1,"""終了"""
ItemResultElement1#1,"""取得メセタ"""
ItemResultElement2#1,"""取得ＥＸＰ"""
ItemResultElement3#1,"""取得FUN"""
ItemResultUnit1#1,"""メセタ"""
ItemResultUnit2#1,"""ＥＸＰ"""
ItemResultUnit3#1,"""FUN"""
ItemGet#1,"""取得アイテム"""
QuestResultElement1#1,"""エネミー撃破達成度"""
QuestResultElement2#1,"""被ダメージ"""
QuestResultElement3#1,"""戦闘不能回数"""
QuestResultElement4#1,"""戦闘不能帰還数"""
QuestResultElement5#1,"""クリア時間"""
QuestResultElement6#1,"""残り時間"""
QuestResultElement7#1,"""クエストポイント"""
