11_voice_NPC_5001_101#0,"""โอ้ <%me><br>มาพบข้าเหรอ?<br>แหม เป็นคนดังก็ลำบากยังงี้ล่ะนะ"""
Zeno_favs_before_020#0,"""อ้อใช่ ข้าได้เจ้านี้มาเมื่อวันก่อน<br>รับไปซิถ้าท่านต้องการ"""
Zeno_favs_before_030#0,"""ถึงข้าจะเก็บไว้ก็คงไม่ได้ใช้อะไรอยู่ดี"""
Zeno_favs_after_010#0,"""ของตอบแทน? ไม่ต้องหรอก<br>ท่านค่อยช่วยข้ามาตลอดเวลานี่นา"""
Zeno_favs_after_020#0,"""คิดซะว่าเป็นคำขอบคุณของข้าล่ะกัน"""
11_voice_NPC_5001_101#1,"""おっ、<%me><br>また会いに来てくれたのか？<br>いやー、人気者は大変だな。"""
Zeno_favs_before_020#1,"""そういや、こんなの手に入れたから<br>よければ受け取ってくれないか。"""
Zeno_favs_before_030#1,"""俺が持ってても<br>持て余しちまいそうだからな。"""
Zeno_favs_after_010#1,"""礼？\u3000いらねーよ、そんなの。<br>いつも世話になってんのは<br>こっちなんだぜ。"""
Zeno_favs_after_020#1,"""日頃の感謝を形にした<br>とでも思っといてくれよ。"""
Zeno_favs_present_010#0,"""Zeno มอบ [Nova Strike] ให้ท่าน"""
Zeno_favs_present_020#0,"""Zeno มอบ [Stun Collision] ให้ท่าน"""
Zeno_favs_present_030#0,"""Zeno มอบ [Element Synthesizer] ให้ท่าน"""
Zeno_favs_present_040#0,"""Zeno มอบ [Cruel Throw] ให้ท่าน"""
Zeno_favs_present_050#0,"""Zeno มอบ [Sonic Arrow] ให้ท่าน"""
Zeno_favs_present_060#0,"""Zeno มอบ [Element Synthesizer] ให้ท่าน"""
Zeno_favs_present_070#0,"""Zeno มอบ [Twister Fall] ให้ท่าน"""
Zeno_favs_present_080#0,"""Zeno มอบ [Element Synthesizer] ให้ท่าน"""
Zeno_favs_present_090#0,"""Zeno มอบ [Rising Edge] ให้ท่าน"""
