name01#0,"""Astalte"""
11_voice_shop_412#0,"""ท่านสำเร็จทุกเงื่อนไขใน Card ใบนี้แล้ว<br>และนี่คือ Card ใบใหม่ของท่าน"""
text02#0,"""สำหรับภารกิจต่อไป...<br>ดูเหมือนจะเกี่ยวกับสิ่งที่เรียกว่า Matter Board"""
text03#0,"""รายละเอียดข้าเองก็ไม่ค่อยทราบ...<br>แต่เป้าหมายอยู่ที่<br>ClientOrder ของ Zeno"""
text04#0,"""ให้ไปรับภารกิจ <c bb0000>Killing Time on Naberius<c> และทำให้สำเร็จ"""
text05#0,"""และเมื่อท่านสามารถดำเนินภารกิจจนลุล่วงแล้ว<br>ท่านจึงจะได้รับการประทับตราบน StampCard<br>"""
text06#0,"""พยายามเข้านะ"""
name01#1,"""アスタルテ"""
11_voice_shop_412#1,"""カードの取得条件を満たしていますね。<br>では、こちらが新しいカードです。"""
text02#1,"""次の目的は……<br>マターボードと呼ばれるものの<br>ガイダンスのようです。"""
text03#1,"""詳細は私にもわかりかねますが……<br>目的は、ゼノさんの<br>クライアントオーダーです。"""
text04#1,"""<c bb0000>「暇つぶしにナベリウスへ」の<br>受注と達成<c>が目的となります。"""
text05#1,"""なお、すでに目標達成済みでしたら<br>引き続いてスタンプを押させて<br>もらいます。よろしくお願いします。"""
text06#1,"""それでは、頑張って下さい。"""
