st_045090_0001#0,"""A.D.2028/4/17/15:40"""
st_045090_0010#0,"""……アースガイド側からも<br>アークスに連絡が取れなくなってやがる。"""
st_045090_0020#0,"""アークスシップがどこにいったかもわからん……<br>どうやってあっちに戻りゃいいんだ……くそっ！"""
st_045090_0030#0,"""な、なんだ！？<br>おい、ヒツギ、どうした！"""
st_045090_0040#0,"""エーテルの……暴走とでもいうのか……！？<br>なんなんだよ、こりゃあ……！"""
st_045090_0045#0,"""何！？<br><%me>！\u3000ヒツギ！"""
st_045090_0050#0,"""もう、イヤだ……<br>……もう、ひとりぼっちは、イヤなの。<br>何も、失いたくない……ぐすっ。"""
st_045090_0060#0,"""……泣かないで、お姉ちゃん。<br>ぼくが……一緒にいるよ。"""
st_045090_0070#0,"""アル……？"""
st_045090_0080#0,"""ぼくだけじゃない……<br>エンガお兄ちゃんも……<br><%me>も、そばにいる。"""
st_045090_0090#0,"""……ほら、お姉ちゃん。<br>感じるでしょ、ぼくたちのことを。"""
st_045090_0100#0,"""……あたたかい。<br>これは、アルと、お兄ちゃんと……<br>……<%me>？"""
st_045090_0110#0,"""……お姉ちゃんは、ひとりぼっちじゃないよ。<br>お姉ちゃんは、なにも間違ってない。"""
st_045090_0120#0,"""でも、あたしには目的も<br>やりたいことも、何にもなくて……！<br>コオリにも、負けて…………"""
st_045090_0130#0,"""あたしは……あたしは、もう<br>怖いのがイヤなの……！\u3000痛いのもイヤ！\u3000<br>苦しいのも、辛いのも……全部、イヤなの！"""
st_045090_0140#0,"""だったら、お姉ちゃんのイヤなものは<br>全部ぼくが引き受ける。"""
st_045090_0150#0,"""……え？"""
st_045090_0160#0,"""怖さも、痛さも、苦しさも、辛さも……<br>……ひとりぼっちなのも、ぼくが引き受ける。"""
st_045090_0170#0,"""……だから、泣かないで、お姉ちゃん。<br>お姉ちゃんの泣き顔なんて、見たくない。"""
st_045090_0180#0,"""ぼくを助けてくれたときのように……<br>ぼくを導いてくれたときのように……<br>目を開けて、まっすぐ前を向いて……笑って。"""
st_045090_0190#0,"""……アル？<br>ちょっと、アル……何処に行くの？"""
st_045090_0200#0,"""お姉ちゃん、ぼくはずっと一緒だよ。"""
st_045090_0210#0,"""……アル！"""
