st_063020_0001#0,"""A.P.242/3/3/15:00"""
st_063020_0010#0,"""아, 사라！<br>몸은 괜찮아？"""
st_063020_0020#0,"""덕분에 괜찮아.<br>샤오가 안에 없으니까<br>오히려 전보다 움직이기 편할 정도야."""
st_063020_0030#0,"""뭐 하고 있어？"""
st_063020_0040#0,"""어디 가는 거야？"""
st_063020_0050#0,"""응？ 아.<br>나, 한동안 암두스키아에<br>머물게 됐거든."""
st_063020_0060#0,"""뭐！？"""
st_063020_0070#0,"""샤오의 본체는 암두스키아에 있어.<br>그리고 나는 샤오와 인연이 있으니까.<br>그곳에 머물면서 지키는 셈이려나？"""
st_063020_0080#0,"""사라 혼자서 괜찮겠어？<br>외롭지 않아？"""
st_063020_0090#0,"""……나는 혼자인 편이<br>더 좋았지만."""
st_063020_0100#0,"""어이, 사라！<br>아직 준비 안 됐어？"""
st_063020_0110#0,"""어, 오！<br>선대, 그리고 <%me>！"""
st_063020_0120#0,"""클라리스 클레이스도 같이 가는 거야？"""
st_063020_0130#0,"""그렇다！<br>사라 혼자서는 외로울 것 같아서<br>내가 자원한 거다！"""
st_063020_0140#0,"""바보야, 외롭기는 누가 외롭다고.<br>그곳도 중요한 거점이 될 테니<br>육망 한 명이 동행하라는 이야기일 뿐이야."""
st_063020_0150#0,"""이 아이를 데려가면<br>쓸데없는 소동이 생길 것 같아 걱정이지만<br>뭐, 방침은 이해하니 어쩔 수 없지."""
st_063020_0160#0,"""두 사람 모두 잘 부탁해"""
st_063020_0170#0,"""다음에 만나러 갈게"""
st_063020_0180#0,"""그래！"""
st_063020_0190#0,"""응！"""
