st_063080_0001#0,"""A.P.242/3/10/10:15"""
st_063080_0010#0,"""……<%me><br>여기는……？"""
st_063080_0020#0,"""여기는 숨은 세상.<br>이승과 저승 사이에 있는 곳이니라."""
st_063080_0030#0,"""스쿠나히메！<br>무사했구나……！"""
st_063080_0040#0,"""하지만 다른 백의 주민은……"""
st_063080_0050#0,"""여전히 지레짐작이 심하구나.<br>마토이, 주변을 잘 보거라."""
st_063080_0060#0,"""……어라, 코토시로 씨？"""
st_063080_0070#0,"""그래, 두 사람 모두 오랜만이군.<br>나뿐만 아니라 저쪽에는<br>백의 주민들도 모여 있다."""
st_063080_0080#0,"""긴급 피난처라고 보면 된다.<br>소첩이 아껴 둔 곳이긴 하지만<br>지금은 다른 수가 없으니 말이다."""
st_063080_0090#0,"""스쿠나히메 님께서는 포악한 자가 나타난 걸<br>곧바로 알아채고 모두를 숨은 세상으로 옮기셨다."""
st_063080_0100#0,"""모두를 옮기진 못했지만 말이다.<br>소첩도 무엇이든 해낼 수는 없다.<br>희생도……많이 나왔다."""
st_063080_0110#0,"""그래도 흑의 주민보다는 나은 셈이지.<br>카캇."""
st_063080_0120#0,"""우리가 늦게 와서……"""
st_063080_0130#0,"""그렇지 않다.<br>그대들이 먼저 왔더라도<br>결과는 크게 달라지지 않았을 것이다."""
st_063080_0140#0,"""저 난폭한 자는 그만한 힘을 지녔다.<br>그대들……아니, 아마<br>소첩마저 뛰어넘을 정도겠지."""
st_063080_0150#0,"""그러니 두 사람 모두 말해 다오.<br>저자가 대체 무엇인지."""
st_063080_0160#0,"""그렇군. 아크스를 만들어 낸 존재인가.<br>참으로 엄청난 자가 나타났구나."""
st_063080_0210#0,"""샤오가 그랬어.<br>시바가 지닌 엄청난 힘의 원인은<br>무한에 가까운 포톤 능력에 있다고."""
st_063080_0220#0,"""그걸 스쿠나히메의 힘으로……<br>결회진으로 봉인할 수 있다면<br>……쓰러뜨릴 수 있을지도 몰라."""
st_063080_0230#0,"""그 아이가 생각할 법한 일이구나.<br>마토이가 폭주했을 때도 같은 수를 써서<br>그 힘을 묶어 두었지."""
st_063080_0240#0,"""소첩이 지닌 힘과<br>그대들이 쓰는 포톤.<br>둘이 닮았기에 가능한 일이겠지."""
st_063080_0250#0,"""……알겠다, 두 사람 모두.<br>그럼 한 가지 무리한 부탁을 해도 되겠느냐？"""
st_063080_0260#0,"""뭐든 말해"""
st_063080_0270#0,"""뭘 하면 되지？"""
st_063080_0280#0,"""응.<br>우리 힘이 도움이 된다면！"""
st_063080_0290#0,"""……카캇, 참으로 든든한 말이구나."""
st_063080_0300#0,"""코토시로."""
st_063080_0310#0,"""예."""
st_063080_0320#0,"""그대에게는 다른 임무를 내리겠다."""
