st_063090_0001#0,"""A.P.242/3/10/12:00"""
st_063090_0010#0,"""그립네, 여기.<br>또 이곳을 지키게 될 줄은<br>생각도 못 했어."""
st_063090_0020#0,"""예전에 결회진을 펼쳤던 곳.<br>그곳으로 그대들을 보내겠다."""
st_063090_0030#0,"""요석을 지키며 그곳에서 적을 맞아 싸우고,<br>노리던 상대가 나타날 때까지 자리를 지켜라."""
st_063090_0040#0,"""적은 그대들이 나타난 것을 감지하고<br>모조리 몰려들 것이다.<br>그러다 보면 저 난폭한 자도 나타나겠지."""
st_063090_0050#0,"""……미끼가 되는 거구나."""
st_063090_0060#0,"""그렇다.<br>가장 위험한 역할이지.<br>물론 거절해도……"""
st_063090_0070#0,"""그래서 성공적으로 유인하면?"""
st_063090_0080#0,"""그러면 나머지는 간단하다.<br>……적이 요석을 부수게 하면 된다."""
st_063090_0090#0,"""그러면 마가츠가 부활하지 않을까？"""
st_063090_0100#0,"""결회진이 약해지지 않을까？"""
st_063090_0110#0,"""그렇다.<br>요석이 사라지면 결회진은 약해지고<br>마가츠도 즉시 부활하겠지."""
st_063090_0120#0,"""……하지만 그래도 된다.<br>그 뒤는 소첩을 믿고<br>맡겨 다오."""
