un_063150_0001#0,"""A.P.242/3/11"""
un_063150_0010#0,"""타마히메.<br>여기 있어도 괜찮아？"""
un_063150_0020#0,"""음？ 무슨 말이냐？"""
un_063150_0030#0,"""하루코탄도 그런 상황인데<br>이쪽에 있으면 코토시로 씨가<br>힘들지 않을까 싶어서……"""
un_063150_0040#0,"""잊었느냐, 마토이.<br>타마히메는 소첩의 분신이다.<br>진짜 소첩은 하루코탄에 있다."""
un_063150_0050#0,"""아, 그랬지.<br>그, 몸은 괜찮아？<br>코토시로 씨도……"""
un_063150_0060#0,"""걱정 말거라. 다치기는 했지만<br>코토시로도 소첩도 무사하다."""
un_063150_0160#0,"""하루코탄 상황은 어때？"""
un_063150_0170#0,"""숨은 세상은 괜찮아？"""
un_063150_0070#0,"""이승에서는 지금도<br>포토너 병사라는 것들이<br>날뛰고 있다만……"""
un_063150_0080#0,"""살아남은 주민들의 목숨이 더 중요하다.<br>숨은 세상에 있는 동안은 일단 안전하겠지."""
un_063150_0090#0,"""일단은 안전하다.<br>시바라는 자가 쳐들어온다면<br>시간문제겠지만 말이다."""
un_063150_0100#0,"""하지만 지금 이승에서 날뛰는 건<br>그저 졸개 병사들일 뿐.<br>그러니 걱정하지 않아도 된다."""
un_063150_0110#0,"""지금 시바의 관심은<br>그대들에게 쏠려 있다."""
un_063150_0120#0,"""시바의 관심이 하루코탄으로 향하면<br>그야말로 끝이다."""
un_063150_0130#0,"""그러니 소첩이 그대들에게<br>힘을 보태는 것도 당연한 일이지."""
un_063150_0140#0,"""지금은 하루코탄을 걱정하지 말고<br>그대들만 할 수 있는 일에<br>집중하거라."""
un_063150_0150#0,"""……응, 알겠어."""
