st_013650_0001#0,"""A.P.238/4/9/13:00"""
st_013650_0010#0,"""Wow, not bad at all. You really put forth a lot of effort!"""
st_013650_0020#0,"""For you to be able to push me back like this, you really stand above the rest!"""
st_013650_0030#0,"""It took both of us all of our strength and you're so calmly..."""
st_013650_0040#0,"""We should stop here! It's not important who wins and who loses, I was able to get a sense of your fighting spirit!"""
st_013650_0050#0,"""I mean seriously, two of us and that doesn't stop you from being any less annoying."""
st_013650_0060#0,"""That's because of how hard I train. Even so, I really have to applaud your efforts!"""
st_013650_0070#0,"""If you keep going at this pace, even I won't stand a chance against you someday!"""
st_013650_0080#0,"""The exhibition match ends here. I really can't find any fault in either of your performances!"""
st_013650_0090#0,"""I hope what you experience from here on out continues to strengthen your devotion for justice!"""
st_013650_0100#0,"""Hey, wait! Huey! What about me?"""
st_013650_0110#0,"""Hm? What is there to do besides congratulate these two on their victory?"""
st_013650_0120#0,"""That's not what I mean!"""
st_013650_0130#0,"""Fwahahahaaha, don't worry about the small things!"""
st_013650_0140#0,"""After crossing blades with them, I know they're still not a match for you."""
st_013650_0150#0,"""Just focus on having a heart full of justice and let everything else pass right by you!"""
st_013650_0160#0,"""That's all you wanted to hear? Okay, later!"""
st_013650_0170#0,"""I can't even get my head around how weird that guy is. But, I learned I still have a ways to go."""
st_013650_0180#0,"""Thanks again, today was a lot of fun. I'll see you around, <%me>."""
