name01#0,"""???"""
name02#0,"""???"""
un_011650_0010#0,"""Hey peon! You there peon! When I'm talking peon, you'd better listen!"""
un_011650_0020#0,"""Have I seen you before? I don't remember, so it doesn't matter."""
un_011650_0030#0,"""You haven't seen any enemies in this area? That's because I blew them all up! That's what I do!"""
un_011650_0040#0,"""But not just this area, to me and my Clarissa, there's nothing that can stand up to me! I blew everything up!"""
un_011650_0050#0,"""If I go too crazy I get tired, so I've just been blowing up things here and there."""
un_011650_0060#0,"""That person said the area where I can test my full strength is just beyond here."""
un_011650_0070#0,"""I'm really looking forward to it! I wonder just how much I can blow up without having to hold back!"""
un_011650_0080#0,"""Why would I not know my own strength? That's a stupid question peon, because I've never tried before."""
un_011650_0090#0,"""Have you tried using all of your strength? Everything? The full hundred percent of it?"""
un_011650_0100#0,"""If you've really done that, then how are you standing before me peon?"""
un_011650_0110#0,"""Conversation ends here. I feel like blowing stuff up again!"""
