name01#0,"""???"""
name02#0,"""???"""
ra_010570_0010#0,"""Are you an ARKS member? Are you willing to accept my request?"""
ra_010570_0020#0,"""Thank you so much. You're really a life saver!"""
ra_010570_0030#0,"""I'm a research student studying the formation of the planets. It just that I can't find much data on Naberius."""
ra_010570_0040#0,"""It's the first planet ARKS go to for training, and yet there's very little information available on it."""
ra_010570_0050#0,"""Sorry, I got caught up in thought. My name is Rogio."""
ra_010570_0060#0,"""The content of my request is very simple: a geological survey of Naberius."""
ra_010570_0070#0,"""I have a hunch that I really want to look into."""
ra_010570_0080#0,"""Even when I ask other ARKS members, they don't seem to think there's anything new to be learned about Naberius."""
ra_010570_0090#0,"""And then you came along, <%me>. Thank you so much!"""
ra_010570_0100#0,"""Please, whenever you have the time is fine!"""
ra_010570_0110#0,"""A.P.238/2/21"""
