st_013040_0001#0,"""A.P.238/4/9/12:30"""
st_013040_0010#0,"""Stop there! That was great, that was really some good work."""
st_013040_0020#0,"""At first, I found your performance a little unsatisfactory..."""
st_013040_0030#0,"""But you were able to get over that and make it to the end, so you at least get to keep your job."""
st_013040_0040#0,"""Unfortunately, you're not good enough to get a raise, and I'm cutting down your vacation time."""
st_013040_0050#0,"""Now hurry up and head back, everyone is waiting for you!"""
st_013040_0060#0,"""That was an amazing! As much as I'd like to, I can't find any problems with your performance today."""
st_013040_0070#0,"""Your results definitely show your hard work and ambition in this organization!"""
st_013040_0080#0,"""Unfortunately for members of your caliber, I can't let you off the hook just yet."""
st_013040_0090#0,"""You think so too right? Claris Claes?"""
st_013040_0100#0,"""I definitely agree. I'll be granting your reward."""
st_013040_0110#0,"""Or that is to say, your reward is an exhibition match with me!"""
st_013040_0120#0,"""The fifth in the Council of Six and one of the Three Heroes, Claris Claes."""
st_013040_0130#0,"""I know it's great right? Be joyful, be honored."""
st_013040_0140#0,"""It's a rare chance to actually stand toe to toe with one of the Council of Six."""
st_013040_0150#0,"""Uh, Huey? They don't look that happy..."""
st_013040_0160#0,"""Don't worry, they're just nervous in your presence. They're completely in awe of you."""
st_013040_0170#0,"""If that's the case it can't be helped. Don't worry I'll take it reeeaaally easy on you."""
st_013040_0180#0,"""Alright, I'll face you with half, of half, of half of my power."""
st_013040_0190#0,"""Time to go! Claris Claes power mode half of a half of a half of a.... wait. How many was that?"""
st_013040_0200#0,"""Fine screw it. I'll just blow you to pieces!"""
