st_013320_0001#0,"""A.P.238/4/9/11:30"""
st_013320_0010#0,"""Fufufu, you're fighting is pretty good very polished."""
st_013320_0020#0,"""Lisa just sprays bullets in any random direction she feels like!"""
st_013320_0030#0,"""Lisa just shoots anything that she sees! There's not much more to it than that!"""
st_013320_0040#0,"""But still, your fighting style has really improved."""
st_013320_0050#0,"""And you're going to get a lot stronger from here. Lisa has a way of knowing these things."""
st_013320_0060#0,"""You're going to get stronger, and kill, destroy, rip, tear, slab, and burn anything in your way right?"""
st_013320_0070#0,"""Hey, participants, I hope you're enjoying the event!"""
st_013320_0080#0,"""Hey Huey, Huey! I want to participate too! Why can't I?"""
st_013320_0090#0,"""You're part of the staff, why don't you announce the current standing?"""
st_013320_0100#0,"""The current lead is the pair of the Ranger Lisa and <%me>!"""
st_013320_0110#0,"""I think I've heard that name somewhere before..."""
st_013320_0120#0,"""...actually this score is pretty scary. Those two may be killing too much!"""
st_013320_0122#0,"""After that is the pair of the Force Marlu and Ohza the Hunter!"""
st_013320_0124#0,"""Also it seems that the rumored information sisters are doing their best too!"""
st_013320_0126#0,"""Who?"""
st_013320_0140#0,"""But the score is still pretty close. This could go anyway in the next half, so everyone do your best!"""
st_013320_0150#0,"""Hey, Huey. Is it any fun just reading straight from you notes?"""
st_013320_0160#0,"""The second half is starting now, everyone, do your best!"""
st_013320_0170#0,"""Claris Claes, growing up means you have to do things you don't want to sometimes."""
st_013320_0175#0,"""So you should at least read up on the event."""
st_013320_0180#0,"""The first half is already over?"""
st_013320_0190#0,"""It doesn't really matter, let's kill as much as we can with the remaining time."""
