name01#0,"""？？？"""
name02#0,"""？？？"""
ra_010590_0010#0,"""<%me>, я просто<br>подумывал связаться с вами."""
ra_010590_0020#0,"""На счёт исследования Набериуса...<br>Я думал об этом, и мне нужно<br>больше данных."""
ra_010590_0030#0,"""<%me>, так как<br>вы лучше знаете ситуацию,<br>я подумал, что лучше спросить<br>у вас."""
ra_010590_0040#0,"""Данных, собранных из леса было<br>достаточно. Теперь же мне нужны<br>данные из тундры."""
ra_010590_0050#0,"""Место, где пышный лес переходит<br>в замёрзшую тундру, кажется<br>парадоксальным для начала."""
ra_010590_0060#0,"""Но это очевидно, поэтому нет<br>выбора, кроме как принять это.<br>Тем не менее, у меня странное<br>чувство."""
ra_010590_0070#0,"""Нет подробной информации о его<br>формировании, поэтому кажется,<br>что ARKS пытаются что-то скрыть."""
ra_010590_0080#0,"""Ах. Прошу прощения.<br>Как исследователю, мне нужны<br>факты, а не мнения."""
ra_010590_0090#0,"""Если у меня есть сомнения, тогда<br>единственный способ узнать, что<br>происходит, - это исследовать."""
ra_010590_0100#0,"""Извините, что беспокою вас<br>снова, но я рассчитываю на вас."""
ra_010590_0110#0,"""A.P.238/3/1"""
