name01#0,"""？？？"""
name02#0,"""？？？"""
ra_010080_0010#0,"""Что такое? Ты здесь чтобы<br>посмеяться надо мной?"""
ra_010080_0020#0,"""Смейся, сколько хочешь.<br>Этот семидесяти пяти летний<br>оружейник натерт до блеска."""
ra_010080_0030#0,"""Я спекся. Я потерял волю<br>создать хоть что-то."""
ra_010080_0040#0,"""Во время решающего сражения<br>40 лет назад, мое сердце пылало!<br>И 20 лет назад тоже.<br>Конфликты это моя страсть!"""
ra_010080_0050#0,"""Но бури битв закончились,<br>как и мой пыл."""
ra_010080_0060#0,"""Я все еще хочу сотворить что-то<br>этими руками, но это не может<br>быть сделано кое-как. Это говорит<br>моя гордость крафтера."""
ra_010080_0070#0,"""Прости, что заставил тебя слушать<br>нытье старика. Так из-за чего ты<br>пришел?"""
ra_010080_0080#0,"""Ох, и еще по поводу того,<br>что я сказал. Если ты найдешь<br>что-нибудь, чтобы вернуть<br>мне былой пыл, покажи мне."""
ra_010080_0090#0,"""Мне нужно что-то вдохновляющее."""
ra_010080_0100#0,"""A.P.238/2/28"""
