st_065070_0001#0,"""A.P.242/3/31/13:00"""
st_065070_0010#0,"""¡Shiva!"""
st_065070_0020#0,"""Finalmente has llegando.<br>Estoy cansada de esperar<br>Guardián."""
st_065070_0030#0,"""Vamos a terminar con esto"""
st_065070_0040#0,"""Vamos a ponerle fin"""
st_065070_0050#0,"""Por todos aquellos que nos han brindado su ayuda para llegar aquí... ¡Te derrotaremos!"""
st_065070_0060#0,"""Por dios..."""
st_065070_0070#0,"""Ahora que han llegado hasta aquí, no deberian  apresurarse en morir, ¿Verdad?"""
st_065070_0080#0,"""¿¡La barrera no funciona!?"""
st_065070_0090#0,"""No, la barrera está funcionando.<br>Ciertamente, mi poder a disminuido.<br>incluso es mas fuerte que la usada con Mitra."""
st_065070_0100#0,"""Una barrera que abarca todo el universo y los otros mundos."""
st_065070_0110#0,"""Si este es el caso, definitivamente sería efectivo. si bloquearas 5 de 10 de poder."""
st_065070_0120#0,"""Pero. ¿Cuánto crees que sería si bloqueas 5 de 1000 de poder?"""
st_065070_0130#0,"""En lugar de seguir con eso, ¿No tienen curiosidad por saber cómo han sido abandonados sus amigos?"""
line01#0,"""El proceso de la misión se ha guardado"""
