st_065050_0001#0,"""A.P.242/3/31/11:30"""
st_065050_0010#0,"""De nuevo, hay más enemigos...<br>¡Tenemos que apresurarnos!"""
st_065050_0020#0,"""...Empecemos, Tsukuriyo."""
st_065050_0030#0,"""Parece que llegué justo a tiempo."""
st_065050_0040#0,"""¿Regius-San?"""
st_065050_0050#0,"""Gracias por salvarnos"""
st_065050_0060#0,"""¿Cómo están los demás?"""
st_065050_0070#0,"""No tienes nada que agradecer. Esta es nuestra misión."""
st_065050_0080#0,"""No estamos utilizando dispositivos de comunicaciones, porque podría informa al enemigo de nuestro paradero. No conozco los detalles."""
st_065050_0090#0,"""Si seguimos por aquí, ¿Podremos ver a los demás?"""
st_065050_0100#0,"""Parece que encontrarme con ustedes solo fue coincidencia."""
st_065050_0110#0,"""No sé dónde están los demás. Si quieres encontrarlos, debes apuntar al centro."""
st_065050_0120#0,"""Pero <%me>, Matoi.<br>No olviden."""
st_065050_0130#0,"""El propósito de esta misión no es reunirse con los demás...<br>La prioridad es derrotar a Shiva."""
st_065050_0140#0,"""Los otros Arks y los demás integrantes del consejo de los seis, probablemente deben estar  en el centro. Es por eso que estoy aquí."""
st_065050_0150#0,"""El futuro lo decidirá esta batalla. No malinterpreten el propósito."""
st_065050_0160#0,"""Pero tus acciones nos han abierto el futuro hasta ahora, eso también es cierto."""
st_065050_0170#0,"""También ha obtenido resultados que ni siquiera el propio Xiao pudo calcular."""
st_065050_0180#0,"""Así que me atrevo a decir esto.<br>Creo que deberías tomar la decisión que encuentres correcta."""
st_065050_0190#0,"""Te encomendaré mi espada, para apoyarte en el juicio de tus acciones."""
line01#0,"""El proceso de la misión se ha guardado"""
