st_065040_0001#0,"""A.P.242/3/31/11:00"""
st_065040_0010#0,"""¿Es esto... Esto es la MotherShip?<br>Su apariencia es completamente diferente de lo que puedo recordar."""
st_065040_0020#0,"""Actualmente estoy analizando las estructuras internas, pero hasta ahora las estructuras parecen haber cambiado significativamente."""
st_065040_0030#0,"""Remodelar las casas de las personas sin permiso es algo que no puedes hacer."""
st_065040_0040#0,"""Aunque haya cambios en las estructuras, podemos captar el lugar de la fuente de energía."""
st_065040_0050#0,"""......¿Está en la parte central?"""
st_065040_0060#0,"""Hay que apresurarnos, no podemos actuar relajadamente, solo porque no hay de señales de movimiento."""
st_065040_0070#0,"""Sin embargo, el poder de Shiva sigue aumentando bajo la influencia de la barrera."""
st_065040_0080#0,"""O tal vez estén acumulando su poder para utilizarlo más tarde. Ve al centro lo más rápido posible."""
st_065040_0090#0,"""Sin embargo, parece que hay muchos Luminmechs en el camino...<br>No es tan bueno como suena."""
st_065040_0100#0,"""Aparte de ustedes, mas ARKS han logrado avanzar para apoyar."""
st_065040_0110#0,"""Auque que se crucen con los demás compañeros,<br>intenten enfocarse en llegar al centro,<br>cuento con ustedes dos"""
skit01#0,"""\\Test"""
skit02#0,"""Texto temporal"""
