st_065030_0001#0,"""A.P.242/3/31/10:00"""
st_065030_0010#0,"""<%me>, Matoi, los estábamos esperando."""
st_065030_0020#0,"""¿Dónde está Alma?"""
st_065030_0030#0,"""Ella está ocupada con otro asunto."""
st_065030_0040#0,"""Estamos listos.<br>De ahora en adelante,<br>damos inicio a la operación...<br>Es la batalla decisiva contra la diosa de la destrucción, Shiva."""
st_065030_0050#0,"""Solo hay un cosa que hacer en esta situación.<br>Aniquilar a la diosa de  la destrucción, Shiva, que se sienta en el centro de la Mother Ship."""
st_065030_0060#0,"""La estrategia también es sencilla.<br>¡Es un bombardeo masivo para forzar nuestro avance!"""
st_065030_0070#0,"""Y dado que estamos perdiendo en términos de fuerza, solo nos queda atacar estratégicamente."""
st_065030_0080#0,"""¡Movilizaremos a todos los ARKS usando los A.I.S. para atacar a la Mother ship desde todas las direcciones!"""
st_065030_0090#0,"""Y con el fin de crear una abertura para ustedes"""
st_065030_0100#0,"""Aunque el poder de Shiva este limitado, sigue estando en un nivel diferente para un Arks ordinario."""
st_065030_0110#0,"""Ulc, mientras te encargas del asalto de distracción, ustedes se infiltrarán."""
st_065030_0120#0,"""Entonces ustedes dos..."""
st_065030_0130#0,"""Si encuentran un aliado en crisis en su camino, no intentes ayudarlo."""
st_065030_0140#0,"""Si. Solo son piezas DESCARTABLES... Solo enfóquense en su objetivo."""
st_065030_0150#0,"""¡Solo descartables!..."""
st_065030_0160#0,"""Todos, incluso el consejo de los Seis."""
st_065030_0170#0,"""Si no puedes derrotar a Shiva este será el fin para todos. Es inevitable las bajas... ¿Entienden?"""
st_065030_0180#0,"""Entiendo, pero..."""
st_065030_0190#0,"""……"""
st_065030_0200#0,"""¿Es una Orden?"""
st_065030_0210#0,"""Entiendo, sé que ustedes no pueden aceptar esto."""
st_065030_0220#0,"""Eres el Guardián.<br>Nadie puede darte órdenes."""
st_065030_0230#0,"""Aun así, no lo olvides.<br>Si pierdes aquí, todo habrá terminado. Si no derrotas a Shiva, no habrá un futuro."""
st_065030_0240#0,"""Cuento contigo Guardián."""
skit01#0,"""Tu traes esperanza"""
skit02#0,"""Brindas esperanza"""
