st_043090_0001#0,"""A.P.241/4/7/18:30"""
st_043090_0010#0,"""……최근 들어 지구에서 발생 중인<br>불가사의한 폭파사건의 모든 경우에서<br>에테르 작용을 확인했습니다."""
st_043090_0020#0,"""지구쪽에선 사실을 은폐한 건지<br>폭발 사고로 처리되고 있습니다만……"""
st_043090_0030#0,"""……십중팔구, 베토르 짓이야."""
st_043090_0040#0,"""네, 지난 교전기록을 살펴본 결과<br>적의 구현능력은 폭발물 생성으로 추측됩니다."""
st_043090_0050#0,"""그리고 그 활동범위도 원을 그리듯이<br>좁아지고 있습니다.<br>다음은 아마도 수도 근교의……"""
st_043090_0060#0,"""…………"""
st_043090_0070#0,"""자, 잠깐 히츠기 씨?<br>어디 가시는 거에요?"""
st_043090_0080#0,"""……녀석이 지구에서 날뛰는 건<br>나를 끌어들이기 위해서야."""
st_043090_0090#0,"""이렇게 된 것도 내 탓이니까……<br>이제, 아무도 말려들게하고 싶지않으니까……<br>내가 가서 결판을 내겠어."""
st_043090_0100#0,"""혼자 막 나가지 마"""
st_043090_0110#0,"""진정해, 아직은 일러"""
st_043090_0120#0,"""……막지 말아줘, <%me>.<br>더이상 나 때문에<br>피해를 늘릴 수는 없어."""
st_043090_0130#0,"""아~뇨, 안돼요.<br>아직 더 기다려주세요."""
st_043090_0140#0,"""맞아요, 아직 조~금 일러요.<br>조금만 더 시간을 주세요.<br>사전 준비가 꽤 큰일이거든요."""
st_043090_0150#0,"""사전 준비?"""
st_043090_0160#0,"""이제 곧 피해가 추측되는 구역에 대한<br>정보은폐와 격리, 안전 확보가 끝나니까요."""
st_043090_0170#0,"""……뭐?"""
st_043090_0180#0,"""이 정보를 가르쳐주면 히츠기 씨가<br>제 발로 나가려고 할 것쯤은<br>알고 있었어요."""
st_043090_0190#0,"""히츠기 씨, 단순하거든요.<br><%me> 씨가<br>따라간다고 할 것도 예측했습니다."""
st_043090_0193#0,"""히츠기를 놔둘 순 없어"""
st_043090_0195#0,"""혼자 가게하진 않겠어"""
st_043090_0200#0,"""<%me>……<br>뭐야, 나 혼자 흥분하고는<br>바보 같잖아."""
st_043090_0210#0,"""아~뇨, 바보 맞아요.<br>자기 발로 적의 함정에 걸리러<br>가려고 하는 거니까요."""
st_043090_0220#0,"""……그 말이 맞아."""
st_043090_0230#0,"""……누나."""
st_043090_0240#0,"""……그렇게 불안한 표정 짓지마, 알.<br>괜찮아, 괜찮아. 난 진정됐어.<br>마음 푹 놓고 있도록 해"""
st_043090_0250#0,"""<%me> 씨.<br>……누나를, 잘 부탁드려요."""
st_043090_0260#0,"""……너, 성격 참 좋네."""
st_043090_0270#0,"""……좋아, 주변 지역 격리은폐 끝~!<br><%me> 씨, 히츠기 씨!<br>언제든 출격할 수 있습니다!"""
