un_050070_0001#0,"""A.P.241/12/17"""
un_050070_0010#0,"""아, <%me> 씨!<br>안녕하세요!"""
un_050070_0020#0,"""임무 중이신가요, <%me> 씨?<br>저는 지금 히어로 클래스의 전투 방식을<br>더욱 갈고닦는 중입니다!"""
un_050070_0030#0,"""히어로 클래스 홍보는<br>이오 씨가 도와주셔서<br>아크스 쉽 안을 돌아봤습니다!"""
un_050070_0040#0,"""그걸로 이름이 퍼졌는지는……<br>저도 잘 모르겠습니다만<br>일단 홍보는 거기까지 하기로 했습니다!"""
un_050070_0050#0,"""이름을 알리는 홍보도 중요하지만<br>히어로 클래스 자체를 갈고닦는 일도<br>잊어서는 안 되니까요!"""
un_050070_0060#0,"""히어로라는 클래스 이름은<br>어느 정도 알려진 것 같은데……<br>전투 방식은 아직 잘 알려지지 않았습니다."""
un_050070_0070#0,"""히어로의 전투 방식을<br>모두에게 알릴 좋은 방법이<br>뭐 없을까요."""
un_050070_0080#0,"""후후후!<br>내게 좋은 생각이 있다!"""
un_050070_0090#0,"""이 목소리는…… 차석!?"""
un_050070_0100#0,"""이얏!"""
un_050070_0110#0,"""잘 지냈나, 스트라토스!<br>활약상은 익히 들었다!<br>아주 열심히 하고 있다지!"""
un_050070_0120#0,"""과찬이십니다!"""
un_050070_0130#0,"""<%me> 덕분에<br>스트라토스가 큰 도움을 받았다.<br>고맙다."""
un_050070_0140#0,"""보다시피 열심인 아이지만<br>너무 앞만 보고 달리는 경향이 있어서 말이야.<br>대체 누굴 닮은 건지."""
un_050070_0150#0,"""휴이를 닮았어"""
un_050070_0160#0,"""누가 할 소리"""
un_050070_0170#0,"""음, 역시 그렇게 생각하지!<br>사실 나도 같은 생각이다!"""
un_050070_0180#0,"""휴이는 「날 닮았다」고 하더군!<br>아니, 아니, 전혀 아니야!<br>아무리 봐도 휴이 영향이잖아!"""
un_050070_0190#0,"""뭐지, 휴이와 같은 생각인가?<br>스트라토스가 날 닮았다고?"""
un_050070_0200#0,"""뭐, 그건 그거대로 나쁘진 않지만<br>나는 휴이의 영향을<br>받았으면 좋겠다."""
un_050070_0210#0,"""그런데 차석.<br>무슨 좋은 생각이 있다고<br>하셨는데요……?"""
un_050070_0220#0,"""아, 맞다!<br>히어로의 전투 방식을 알릴<br>아주 좋은 방법 말이지!"""
un_050070_0230#0,"""스트라토스와 <%me> 두 사람,<br>서로 한번 싸워 보면 된다."""
un_050070_0240#0,"""수호휘사와 모의전을 벌여<br>새 클래스의 전투 방식을 보여 주는 거다!"""
un_050070_0250#0,"""뭐?<br>……뭐라고요?<br>뭐어어어!?"""
un_050070_0260#0,"""재미있겠네"""
un_050070_0270#0,"""승부가 되지 않을 텐데?"""
un_050070_0280#0,"""<%me> 씨, 정말 하시려고요!?<br>아니, 저기, 아마<br>승부가 되지 않을 것 같습니다!"""
un_050070_0290#0,"""마, 맞습니다, 차석!<br><%me> 씨와<br>저는 승부가 되지 않습니다!"""
un_050070_0300#0,"""하지만 히어로의 전투 방식을<br>보여 준다는 목적은 이룰 수 있다.<br>그걸로 충분하지 않나."""
un_050070_0310#0,"""<%me> 같은 경우는<br>그야말로 엄청나게 강하다.<br>아크스에서도 손꼽힐 정도지."""
un_050070_0320#0,"""하지만 승부가 될지 안 될지는<br>스트라토스, 하기 나름이다."""
un_050070_0330#0,"""하지만 제가 처참하게 지면<br>히어로의 인상이 나빠져서<br>모두에게 외면당하지 않을까요……"""
un_050070_0340#0,"""왜 시작하기도 전부터<br>진 뒤의 일을 생각하는 거지?<br>미래라도 보고 왔나?"""
un_050070_0350#0,"""……！！"""
un_050070_0360#0,"""답지 않구나, 스트라토스.<br>맡은 클래스의 이름이 뭐지?"""
un_050070_0370#0,"""……말씀대로입니다, 차석!<br>히어로는 좌절하지 않고<br>절대로 포기하지 않습니다!"""
un_050070_0380#0,"""<%me> 씨!<br>아직 부족하지만 온 힘을 다하겠습니다.<br>……부디 상대해 주세요!"""
name01#0,"""？？？"""
name02#0,"""？？？"""
