name_7245#0,"""셰미"""
ssn_019210_002_0010#0,"""아, 안녕하세요… 와주셔서 감사합니다.<br>다시 한번 자기소개를 하겠습니다."""
ssn_019210_002_0020#0,"""제 이름은 셰미.<br>기술 개발부에서 장비 개발을 담당하고 있습니다…."""
ssn_019210_002_0030#0,"""그래서, 상담이 있습니다만…."""
ssn_019210_002_0011#0,"""아, 안녕하세요….<br>와주셔서 감사합니다."""
ssn_019210_002_0021#0,"""그래서, 바로<br>상담입니다만…."""
ssn_019210_002_0040#0,"""最近……,今までより強力な에너미が,<br>増えてきています……."""
ssn_019210_002_0050#0,"""私たちとしても,それに対策するための<br>武器や防具の……開発が急務で……."""
ssn_019210_002_0060#0,"""そのために必要なデータを……,<br>集めてきて……ほしいんです."""
ssn_019210_002_0070#0,"""とくに,シンボルの付いた에너미との<br>戦闘データが……必要です."""
ssn_019210_002_0080#0,"""その……,よろしく……お願いします."""
ssn_019210_002_0120#0,"""あ,おかえり……なさい."""
ssn_019210_002_0130#0,"""おかげで……,<br>必要なデータが揃いました."""
ssn_019210_002_0140#0,"""これで,新しい武器や防具の<br>開発……進められそうです."""
ssn_019210_002_0150#0,"""気に入って……もらえるように,<br>頑張るので……."""
ssn_019210_002_0160#0,"""楽しみに……していてください."""
ssn_019210_002_0170#0,"""また,なにかあったら……,<br>頼っても……いいですか？"""
ssn_019210_002_0180#0,"""その……忙しくないときで,<br>いいんです……けど."""
ssn_019210_002_0300#0,"""強い에너미に合わせて……,<br>もっと強い……武器や防具を開発……."""
ssn_019210_002_0310#0,"""……そのためには,<br>たくさんデータが……必要です."""
ssn_019210_002_0400#0,"""……武器や防具は,<br>設計者のクセが……いろいろ出ます."""
ssn_019210_002_0410#0,"""気にいってくれる……のがあると,<br>うれしいです……."""
npc_menu_0010#0,"""시즈널 포인트と交換する ($(0)까지)"""
npc_menu_0020#0,"""뉴이어'24の시즈널 포인트と交換する ($(0)까지)"""
npc_menu_0030#0,"""광석과 교환하기 ($(0)까지)"""
npc_menu_0040#0,"""아이템 리사이클 ($(0)까지)"""
npc_menu_0050#0,"""시즈널 이벤트에 대해 알아보기"""
npc_menu_0060#0,"""메뉴 닫기"""
npc_menu_1010#0,"""\""시즈널 이벤트\""について"""
npc_menu_1020#0,"""\""시즌에너미\""について"""
npc_menu_1040#0,"""\""シーズナルリージョンマグ\""について"""
npc_menu_1050#0,"""\""ランダマイト\""について"""
npc_menu_2000#0,"""聞きたいことはない"""
