name01#0,"""？？？"""
name02#0,"""？？？"""
un_011110_0010#0,"""こ、こんにちは。<br>ぼく、元気そうに見えます？<br>そうですか？\u3000そうなのかなぁ。"""
un_011110_0020#0,"""まあ、理由は自分でもわかってます。<br>知り合いが久々に笑っていたので<br>それにつられて、ですね。"""
un_011110_0030#0,"""ずいぶん迂回しちゃったけど<br>やっと追いついた、とは彼女の弁です。<br>いろいろからかわれたりもしました。"""
un_011110_0040#0,"""でも……そのときの彼女は<br>なんだか無理していない、昔のような<br>感じがして、ほっとして……"""
un_011110_0050#0,"""……ああ、いや、違う。<br>そうか、無理をしてたのは、ぼくか。<br>彼女になろうとして、ずっと……"""
un_011110_0060#0,"""だから彼女も、無理をするなって……<br>ああ、なんだ、そういうことか。"""
un_011110_0070#0,"""あ、すみません。<br>なんだか一人で納得してしまって。"""
un_011110_0080#0,"""つまりですね<br>ぼくがバカだったってことなんです。"""
un_011110_0090#0,"""でも、これからは大丈夫だと思います。<br>ぼくがバカでも、彼女がいれば<br>たぶんいさめてくれますから……"""
un_011110_0100#0,"""A.P.238/3/29"""
