un_063050_0001#0,"""A.P.242/3/16"""
un_063050_0010#0,"""……이봐.<br>이런 곳까지 우리를 불러내서<br>무슨 속셈이지？"""
un_063050_0020#0,"""쿄, 무례하잖아요！<br>모처럼 <%me> 씨가<br>불러 주셨는데…… 어……"""
un_063050_0030#0,"""뭐, 너……！？"""
un_063050_0040#0,"""……루코？<br>루코…… 맞죠……？"""
un_063050_0050#0,"""……네, 맞아요."""
un_063050_0060#0,"""스트라토스, 쿄 씨……<br>오랜만……이에요."""
un_063050_0070#0,"""루코다……！<br>역시 살아 있었어요……！"""
un_063050_0080#0,"""스트라토스……<br>저, 정말 오랫동안……<br>두 사람을 기다리게 해서……"""
un_063050_0090#0,"""기다렸어요…… 정말 오래 기다렸어요……！<br>몇 시간이고, 며칠이고, 몇 달이고, 몇 년이고！<br>지금까지 계속…… 으아앙！"""
un_063050_0100#0,"""……데이터베이스에서도<br>사망 처리 기록이 취소됐군.<br>아크스로 복귀한 건가……"""
un_063050_0110#0,"""……루코트."""
un_063050_0120#0,"""무슨 낯짝으로……<br>다시 돌아온 거냐."""
un_063050_0130#0,"""무슨 짓을 했는지……<br>알고는 있나？"""
un_063050_0140#0,"""동료였던 나와 스트라토스에게<br>얼마나 모진 짓을 했는지……<br>알고 있느냐！"""
un_063050_0150#0,"""……알고 있어요.<br>두 사람의 마음에 깊은 상처를 남긴 일을……<br>용서받을 수 있다고는 생각하지 않아요."""
un_063050_0160#0,"""그래도 저는……<br>사과하고 싶어요.<br>두 사람 모두 소중한 친구니까요……"""
un_063050_0170#0,"""웃기지 마……！<br>이제 와서 친구라고 할 셈이냐！？"""
un_063050_0180#0,"""그렇다면 왜 지금까지<br>연락 한 번 하지 않았지！<br>이유를 말해라！"""
un_063050_0190#0,"""고마워요, 쿄.<br>하지만…… 이제 괜찮아요."""
un_063050_0200#0,"""돌아와 준 것만으로도<br>너무 기뻐서…… 지난 일은<br>전부 날아가 버렸어요！"""
un_063050_0210#0,"""……묻지 않으시나요？<br>제가 그런 일을 한 이유를.<br>몇 년 동안 연락하지 않은 이유를……"""
un_063050_0220#0,"""네…… 괜찮아요.<br>말하고 싶지 않은 일…… 맞죠？<br>그럼 묻지 않을게요. 친구니까요！"""
un_063050_0230#0,"""으으……<br>고마워요, 스트라토스……<br>정말 미안해요오！"""
un_063050_0240#0,"""……시시하군."""
un_063050_0250#0,"""그래요！ 오랜만에<br>쿠키를 구워 왔어요.<br>자, 스트라토스."""
un_063050_0260#0,"""와, 정말 오랜만이네요！<br>「화해 쿠키」군요！<br>쿄, 자……"""
un_063050_0270#0,"""쿄……！<br>무슨 짓을 한 거예요！"""
un_063050_0280#0,"""흥……<br>친구 놀이도 적당히 해라.<br>이만 가겠다."""
un_063050_0290#0,"""……쿄 씨."""
un_063050_0300#0,"""미안해요！<br>루코가 모처럼 구워 줬는데.<br>쿄를 용서해 주세요……"""
un_063050_0310#0,"""다음에 또 구워 주세요.<br>그때는 셋이 함께 먹어요！<br>우리는 친구니까요！"""
un_063050_0320#0,"""……알겠어요.<br>고마워요, 스트라토스."""
un_063050_0330#0,"""마스터 덕분에<br>스트라토스와 화해했어요.<br>정말 고마워요."""
un_063050_0340#0,"""쿄 씨와도……<br>언젠가는 꼭……"""
un_063050_0350#0,"""자, 루코！<br>같이 바닥을 청소해요！"""
un_063050_0360#0,"""네！"""
