name01#0,"""？？？"""
name02#0,"""？？？"""
un_015125_0010#0,"""Всем спасибо за бис! Ваши яркие эмоции...<br>Я их чувствую! Поехали!"""
un_015125_0020#0,"""Вишнёвая, сильная, и полная блеска! Давайте же веселиться!"""
un_015125_0030#0,"""Спасибо вам за овации!"""
un_015125_0035#0,"""Моё тело и моё сердце переполнены счастьем! И в правду петь песни - круто!"""
un_015125_0040#0,"""Помните, вы не одиноки! Если вы забудете слова, то просто помните мотив! Она для вас всех!"""
un_015125_0050#0,"""Ещё увидимся!"""
ls_010045_0010#0,"""\""Почему ты здесь?\"", - я спрошу тебя...<br>Твой ответ таков: \""Я здесь, чтоб отыскать свою судьбу."""
ls_010045_0020#0,"""И ни кто мне не сможет помешать.\"""""
ls_010045_0030#0,"""Пусть дыра в груди... расширяется. Пусть болит она... Ничего! За улыбкой скрою боль!"""
ls_010045_0040#0,"""Хоть и понимаю, что это чувство мне... прятать нельзя!"""
ls_010045_0050#0,"""В кромешной тьме идёшь... И веришь, что в ней свой путь найдёшь...<br>Ты отринул всё и оставил позади... Смотришь теперь лишь вперёд!"""
ls_010045_0060#0,"""В небеса крикни: \""Я не сдамся!\""<br>И тогда я услышу твой голос... и приду на помощь! Где бы ни был, путь к тебе отыщу я!"""
ls_010045_0070#0,"""Не страшись и сражайся рьяно! Жизнь свою поставив на кон,<br>Ты светом ярким станешь... И развеешь собою мглу вокруг! Озаришь весь мир!"""
ls_010045_0080#0,"""\""Для чего живёшь?\"", - зазвучал вопрос...<br>Ты сказал в ответ: \""Я живу, чтоб отыскать огонь любви..."""
ls_010045_0090#0,"""И готов я его искать во тьме!\"""""
ls_010045_0100#0,"""\""Руки, что сейчас... обхватили меч,<br>Обнимали тех, кто дорог сердцу твоему!"""
ls_010045_0110#0,"""И тепло объятий этих ты никогда... Не забывай!"""
ls_010045_0120#0,"""Те слёзы, что ты лил... И те слова, что мне говорил... Доказали всем, что душа твоя чиста! Следом пойду за тобой!"""
ls_010045_0130#0,"""В темноте мы сияем ярко! Верю я... твои мольбы...<br>Достигнут всех богов небесных! Желанье твоё воплотится в реальность!"""
ls_010045_0140#0,"""В темноте мы свой путь отыщем!<br>Я с тобой! Ты теперь не один!"""
ls_010045_0150#0,"""Не страшен больше мрак нам! Ведь в руках держим мы огонёк души... Он развеет мглу!"""
ls_010045_0160#0,"""В небеса крикни: \""Я не сдамся!\""<br>И тогда я услышу твой голос... и приду на помощь! В ответ прокричу я тебе изо всех сил:"""
ls_010045_0170#0,"""\""Не страшись и сражайся рьяно!\""<br>Жизнь свою поставив на кон,"""
ls_010045_0180#0,"""Ты светом ярким станешь... И развеешь собою мглу вокруг! Озаришь весь мир!"""
ls_010045_1010#0,"""Наш Бой! ver. MIYABI"""
ls_010045_1020#0,"""Куна (перевёл: Veles)"""
