name01#0,"""???"""
name02#0,"""???"""
un_015100_0010#0,"""Everyone, thank you so much for coming!<br>Today, I'll put all my heart into this song!"""
un_015100_0020#0,"""It's cheery, intense, and full of brilliance! Come on everybody, get pumped up for [Our Fighting!]"""
un_015100_0030#0,"""I hope everyone could keep up! I'm so glad I was able to perform for you all today!<br>It's you ARKS who made this possible, so thank you for all of your brave efforts!"""
un_015100_0040#0,"""If you feel down or beaten, please remember this song and keep fighting!<br>I hope I can give everyone the strength to carry on!"""
un_015100_0050#0,"""I'll see you later, okay?"""
ls_010010_0010#0,"""Suddenly you ask \""Why?\""<br>What's the reason I'm here...?"""
ls_010010_0020#0,"""Everyone has these moments!"""
ls_010010_0030#0,"""The pain in your chest is not something you can heal with a fake smile!"""
ls_010010_0040#0,"""You can't lie about your true emotions!"""
ls_010010_0050#0,"""The road you traveled was covered in darkness.<br>You cut off yesterday's pain and looked bravely into the dark future!"""
ls_010010_0060#0,"""You are shouting and never alone!<br>Your cries will get through, not matter how far the darkness extends!"""
ls_010010_0070#0,"""You are fighting and forever lasting!<br>Now is the time to become a vivid light and fight the darkness!"""
ls_010010_0080#0,"""The reason you live your life...<br>The answer to that is love!"""
ls_010010_0090#0,"""Even when you're alone at night, consumed by the darkness..."""
ls_010010_0100#0,"""Even though you make a fist to protect...<br>Once it opens, those same hands will embrace someone."""
ls_010010_0110#0,"""Don't forget those warm connections you have..."""
ls_010010_0120#0,"""The tears on your cheeks are evidence of how sincere you are..."""
ls_010010_0130#0,"""We are sharing and never alone!<br>Even if you don't say anything, heaven can hear your wish!"""
ls_010010_0140#0,"""We are shining and forever lasting!<br>Focus your eyes on the path ahead!"""
ls_010010_0150#0,"""Just chase after the true light of faith and hold it in your hand!"""
ls_010010_0160#0,"""You are shouting and never alone!<br>Your voice calling out reaches my heart!"""
ls_010010_0170#0,"""You are fighting and forever lasting!<br>Burning brightly with the spirit of a warrior!"""
ls_010010_0180#0,"""Now it's time to become vivid! To shine and fight!"""
ls_010010_1010#0,"""Our Fighting!"""
ls_010010_1020#0,"""Quna"""
