name01#0,"""？？？"""
name02#0,"""？？？"""
un_015130_0010#0,"""¡Todos, gracias por venir hoy!, ¡Vamos a cantar esa canción tan especial! Escucha y canta y baila!"""
un_015130_0020#0,"""Incluso en el frío, ¡Esta canción te mantendrá caliente!, ¡No te lo pierdas! [Endless Story]!"""
un_015130_0030#0,"""¡Gracias por escuchar! Me hizo sentir muy bien! ¿Qué hay de tí?, ¿No te sientes genial?"""
un_015130_0040#0,"""Si mi canción logró levantar sus espíritus, ¡Estoy tan contenta!<br>Es gracias a ti ARKS que logramos reunirnos hoy, ¡Así que gracias!"""
un_015130_0050#0,"""¡Hasta luego, todos!"""
ls_010050_0010#0,"""Cerrando tus ojos para que puedas escuchar... Escucha lo mejor dentro de tus oídos."""
ls_010050_0020#0,"""Tu mano se extiende hacia afuera... ¡Para agarrar tu coraje!"""
ls_010050_0030#0,"""Todos se dirigen hacia el mañana, continuando en el camino en marcha."""
ls_010050_0040#0,"""Ese cielo estrellado que imaginamos todavía está muy lejos..."""
ls_010050_0050#0,"""Esa sonrisa irremplazable, ilumina la oscuridad."""
ls_010050_0060#0,"""¡Incluso cuando está separado, su memoria me hace brillar!"""
ls_010050_0070#0,"""Ahora, da un paso adelante y golpéalo al viento... ¡Esta historia sin fin!"""
ls_010050_0080#0,"""El futuro depende de usted y de su pasión implacable."""
ls_010050_0090#0,"""¡No estas solo! Cada vez que abres tu corazón, te vuelves más fuerte."""
ls_010050_0100#0,"""El calor de una mano que conecta es como una guía, empujando hacia adelante."""
ls_010050_0110#0,"""Mirando a su alrededor y sin ver a alguien... Es solo el viento que sopla."""
ls_010050_0120#0,"""¡Pero definitivamente puedo escuchar tu voz!"""
ls_010050_0130#0,"""¡Los sentimientos que tienes cariño, los proteges!"""
ls_010050_0140#0,"""Entonces, ¡No mires hacia atrás!, ¡Y sigue avanzando!"""
ls_010050_0150#0,"""Ahora, tu corazón está empezando a latir al ritmo de la historia interminable."""
ls_010050_0160#0,"""¡Exploremos juntos este mundo es infinito!"""
ls_010050_0170#0,"""Solo, la luz que sostienen es pequeña y débil."""
ls_010050_0180#0,"""¡Uno por uno se unen y se hacen más grandes, más brillantes!"""
ls_010050_0190#0,"""Solo se necesita un paso, ¡Y cualquiera puede ser un héroe!"""
ls_010050_0200#0,"""Alza tu rostro, tu mirada... ¡Y causa un milagro!"""
ls_010050_0210#0,"""Ahora, da un paso adelante y golpéa al viento... ¡Esta historia sin fin!"""
ls_010050_0220#0,"""El futuro depende de usted y de su pasión implacable."""
ls_010050_0230#0,"""¡No estas solo! Cada vez que abres tu corazón, te vuelves más fuerte."""
ls_010050_0240#0,"""El calor de una mano que conecta es como una guía, empujando hacia adelante."""
ls_010050_0250#0,"""Vayamos al lugar que soñamos... Al mundo reflejado en nuestros ojos."""
ls_010050_0260#0,"""La calidez que no desaparecerá... Es como una guía, caminando contigo."""
ls_010050_1010#0,"""終わりなき物語"""
ls_010050_1020#0,"""クーナ"""
