name01#0,"""？？？"""
name02#0,"""？？？"""
un_015125_0010#0,"""¡Todos, gracias por todo!<br>Las emociones intensas de todos...<br>¡Realmente lo estoy sintiendo!<br>Haré una canción más, entonces. ¡Vamonos!"""
un_015125_0020#0,"""¡Es alegre, intenso y lleno de brillo!, ¡Vengan todos, anímense!"""
un_015125_0030#0,"""¡Muchas gracias por esa experiencia increíble!"""
un_015125_0035#0,"""Mi cuerpo y mi corazón, ¡Están rebosantes de satisfacción!, ¡Realmente amo cantar para todos ustedes!"""
un_015125_0040#0,"""Recuerda, ¡Nunca estás solo!, ¡Si alguna vez te olvidas de eso, solo piensa en está canción!, ¡Esta canción es para todos!"""
un_015125_0050#0,"""Nos vemos luego!"""
ls_010045_0010#0,"""De repente preguntas  ¿Por qué?, ¿Cuál es la razón por la que estoy aquí?..."""
ls_010045_0020#0,"""¡Todos pasan por esos momentos!"""
ls_010045_0030#0,"""¡El dolor en tu pecho no es algo que puedas sanar con una falsa sonrisa!"""
ls_010045_0040#0,"""¡No puedes mentir sobre tus verdaderas emociones!"""
ls_010045_0050#0,"""El camino que recorriste estaba cubierto de oscuridad.<br>¡Cortaste el dolor de ayer y miraste valientemente al oscuro futuro!"""
ls_010045_0060#0,"""¡Estás gritando y nunca estás solo!<br>¡Tus gritos llegarán, sin importar cuán lejos se extienda la oscuridad!"""
ls_010045_0070#0,"""¡Estás luchando y durando para siempre!<br>¡Ahora es el momento de convertirse en una luz vívida y luchar contra la oscuridad!"""
ls_010045_0080#0,"""La razón por la que vives tu vida ...<br>¡La respuesta a eso es amor!"""
ls_010045_0090#0,"""Incluso cuando estás solo en la noche, consumido por la oscuridad..."""
ls_010045_0100#0,"""A pesar de que se aprietan los puños para proteger...<br>Una vez que se abra, esas mismas manos va a abrazar a alguien."""
ls_010045_0110#0,"""No olvides esas cálidas conexiones que tienes..."""
ls_010045_0120#0,"""Las lágrimas en tus mejillas son evidencia de lo sincero que eres..."""
ls_010045_0130#0,"""¡Estamos compartiendo y nunca estamos solos!<br>¡Incluso si no dices nada, el cielo puede escuchar tu deseo!"""
ls_010045_0140#0,"""¡Estamos brillando y durando para siempre!<br>¡Enfoca tus ojos en el camino por delante!"""
ls_010045_0150#0,"""¡Solo persigue la verdadera luz de la fe y sosténla en tu mano!"""
ls_010045_0160#0,"""¡Estás gritando y nunca estás solo!<br>¡Tu voz llamando llega a mi corazón!"""
ls_010045_0170#0,"""¡Estás luchando y durando para siempre!<br>¡Quema intensamente con el espíritu de un guerrero!"""
ls_010045_0180#0,"""¡Ahora es el momento de volverse vivo! Para brillar y luchar!"""
ls_010045_1010#0,"""Our Fighting ver.MIYABI"""
ls_010045_1020#0,"""クーナ"""
