name01#0,"""？？？"""
name02#0,"""？？？"""
un_015190_0010#0,"""¡Gracias por escuchar a todos!<br>¡Sus voces me han alcanzado!<br>Me emocionó su resplandor, fue la mejor sensación!"""
un_015190_0020#0,"""¡No quieren que termine aquí, todo el mundo!"""
un_015190_0030#0,"""¡Entreguemos esto a las personas que no pueden están aquí!<br>¡Al mundo a través de la dimensión! """
un_015190_0040#0,"""No importa donde estés, donde vayas, una prueba de luz siempre estará allí.<br>¡El mundo brilla dentro de los corazones de todos!<br>『Where the light resides』!"""
un_015190_0050#0,"""¡Ustedes no están solos! Incluso si nuestros mundos son distancias infinitas,<br>nuestros corazones todavía están conectados!"""
un_015190_0060#0,"""¡El lugar donde reside la luz nos conecta con el futuro!<br>¡El futuro de todos!<br>Vamos a combinar nuestra fuerza y caminar juntos!"""
bd_010040_0010#0,"""Si estuviera sola,<br>¿Habría llegado tan lejos?<br><br><blu>Moshi hitori kirinara koko made tadoritsuketa ka na<c>"""
bd_010040_0020#0,"""En el borde de mi vista, un pequeño rayo de luz constantemente llama<br><br><blu>Furimukeba hitosuji no hikari itsumo sashi teta<c>"""
bd_010040_0030#0,"""Rodeado por la oscuridad, donde el mañana parecía tan lejano<br><br><blu>Ashita ga mienakute kurayami ni tozasa reta hi mo<c>"""
bd_010040_0040#0,"""Desde las profundidades de la desesperación, escucho tu voz<br><br><blu>Zetsubowo no muko o gawa kimi no koe ga kikoeta<c>"""
bd_010040_0050#0,"""Los días que siempre he soñado<br><br><blu>Itsuka yumemi te tayo ona hibi ga<c>"""
bd_010040_0060#0,"""Comienza a parecer una realidad alcanzable<br><br><blu>Menomaede sowoto ugoki hajimeru<c>"""
bd_010040_0070#0,"""Libera tu corazon y deja correr tus esperanzas<br><br><blu>Kibowo to iu na no tobira akeyowo<c>"""
bd_010040_0080#0,"""Ven ahora, vamos juntos a donde la luz reside<br><br><blu>Hikari no hate y y sho ni sawa, mi ni ikowoyo<c>"""
bd_010040_0090#0,"""El deslumbrante cielo azul se extiende sin cesar<br><br><blu>Mabushii awo sora zuuto zuuto hirogaate ku<c>"""
bd_010040_0100#0,"""Este mundo está cambiando.<br><br><blu>Kono sekai wa kawaru yo sowo<c>"""
bd_010040_0110#0,"""De hecho, por nuestras propias manos<br><br><blu>kae rareru yo<c>"""
bd_010040_0120#0,"""Compartiremos tiempos de alegría y tristeza<br><br><blu>Don na to ki da ate wara atari nayan dari<c>"""
bd_010040_0130#0,"""Porque tú estás aquí junto a mi<br><br><blu>Tomoni aruku kimiga iru karaaaaaa<c>"""
bd_010040_0140#0,"""Nuestro destino será nuestra nueva línea de salida<br><br><blu>Ta do rit su ita basho wa atarashi isuta ato rain<c>"""
bd_010040_0150#0,"""Nuestra imaginación siempre nos llevará mucho más allá del lejano horizonte<br><br><blu>Ime echi wa itsu da ate haruka kanata tobitatsu<c>"""
bd_010040_0160#0,"""Incluso si estamos distanciados, yo sé<br><br><blu>Tatoeeee to oku hanare te mo waka ru<c>"""
bd_010040_0170#0,"""Conectados por nuestros bonos<br><br><blu>Omoi o kasaneta kizuna ni hamowo<c>"""
bd_010040_0180#0,"""No hay nada que temer en absoluto<br><br><blu>Kowai mono nante nani mo naikara<c>"""
bd_010040_0190#0,"""Ven ahora, levanta tus manos, vamos a alcanzar nuestros sueños<br><br><blu>Negai no saki issho ni sawa te o nobashite<c>"""
bd_010040_0200#0,"""Vamos a perseguir lo desconocido, para que lleguemos a nuevos horizontes<br><br><blu>Ma da minu keshi ki o mooto mooto oikakeyowo<c>"""
bd_010040_0210#0,"""Mira, el futuro está cambiando,<br><br><blu>Hora mirai wa kawaru yoo sowo<c>"""
bd_010040_0220#0,"""De hecho, por nuestras propias manos<br><br><blu>kae rareru yo<c>"""
bd_010040_0230#0,"""Mi corazón me guiará a lo largo de mi camino sin fin<br><br><blu>Ikisaki wa itsumo kono mune ga kimeru mono<c>"""
bd_010040_0240#0,"""Los milagros apenas han comenzado<br><br><blu>Kiseki wa hajimatta bakari sa<c>"""
bd_010040_0250#0,"""Dentro de está resonante melodía de bendiciones,<br><br><blu>Hibike shukufuku no merodi todoke<c>"""
bd_010040_0260#0,"""Con está luz que tengo,<br>Ahora puedo<br><br><blu>Konote de tsukanda kagayaki ga ima<c>"""
bd_010040_0270#0,"""Cantar al contenido de mis corazones,<br>libre de interrupciones<br><br><blu>Togirenai yowo ni koko de utaou<c>"""
bd_010040_0280#0,"""Ven ahora, vamos juntos a donde la luz reside<br><br><blu>Hikari no hate y y sho ni sawa, mi ni ikowoyo<c>"""
bd_010040_0290#0,"""El deslumbrante cielo azul se extiende sin cesar<br><br><blu>Mabushii awo sora zuuto zuuto hirogaate ku<c>"""
bd_010040_0300#0,"""Este mundo está cambiando.<br><br><blu>Kono sekai wa kawaru yo sowo<c>"""
bd_010040_0310#0,"""De hecho, por nuestras propias manos<br><br><blu>kae rareru yo<c>"""
bd_010040_0320#0,"""Compartiremos tiempos de alegría y tristeza<br><br><blu>Don na to ki da ate wara atari nayan dari<c>"""
bd_010040_0330#0,"""Porque estás aquí conmigo<br><br><blu>Tomo ni aruite iku kimi ga<c>"""
bd_010040_0340#0,"""Mi compañero sincero<br><br><blu>Kokoro wakachi au nakama ga<c>"""
bd_010040_0350#0,"""Aquí mismo, de la mano<br><br><blu>Tewotsunaide koko ni irukara<c>"""
bd_010040_1010#0,"""Donde reside la luz"""
bd_010040_1020#0,"""クーナ"""
