st_063020_0001#0,"""A.P.242/3/3/15:00"""
st_063020_0010#0,"""Oh Sara! ¿Está bien tu cuerpo?"""
st_063020_0020#0,"""Gracias.>br>Ahora que Xiao no está dentro, puedo moverme mejor que antes."""
st_063020_0030#0,"""¿Que estas haciendo?"""
st_063020_0040#0,"""¿A donde vas?"""
st_063020_0050#0,"""¿Eh? Oh<br>Me quedaré en Amducia por un tiempo."""
st_063020_0060#0,"""¿Eh?"""
st_063020_0070#0,"""El cuerpo de Xiao está en Amducia.<br>Y como estoy relacionada con Xiao.<br>¿Sientes que debes mirar y vigilar?"""
st_063020_0080#0,"""Sara, ¿Está bien ir por tu cuenta? <br> ¿No te sentirás sola?"""
st_063020_0090#0,"""Yo creo que es mejor ir sola."""
st_063020_0100#0,"""Sara! ¿Aun no estas preparada?"""
st_063020_0110#0,"""¡Que!<br>¡La predecesora y <%me>！"""
st_063020_0120#0,"""¿Claris Claes-Chan?"""
st_063020_0130#0,"""¡Eso es correcto! ¡Pensé que Sara se sentiria sola y vine corriendo!"""
st_063020_0140#0,"""Tonta,<br>no me siento sola,<br>solo ire a charlar con Lord Kamits."""
st_063020_0150#0,"""Me temo que si tomo a esta niña, tengo miedo de que cause problemas, pero entiendo la política y no puedo evitarlo."""
st_063020_0160#0,"""Tengan cuidado."""
st_063020_0170#0,"""Iré a verte la próxima vez."""
st_063020_0180#0,"""¡Si!"""
st_063020_0190#0,"""¡Si!"""
