st_063100_0001#0,"""A.P.242/3/10/12:15"""
st_063100_0010#0,"""Tan pronto como desapareciste en el aire, apareciste aquí en esta ubicación remota ... Una que tiene algo de gran importancia"""
st_063100_0020#0,"""No sería esa piedra grande en la parte de atrás, ¿verdad?"""
st_063100_0030#0,"""くっ！"""
st_063100_0040#0,"""Peleando bastante, ¿No? Sin embargo, no es suficiente."""
st_063100_0050#0,"""La piedra angular ...! ... Pero estaremos bien, ¿verdad?"""
st_063100_0060#0,"""Un asunto tan insignificante. Ahora para ti"""
st_063100_0070#0,"""¿Un terremoto...?"""
st_063100_0080#0,"""... ¿No lo ves? Tus acciones han enojado la tierra"""
st_063100_0090#0,"""Magatsu es un dios malvado. Pero es un dios, no obstante. Y en qué otro lugar desataría un dios su indignación, que sobre los que lo blasfeman."""
line01#0,"""El progreso de la misión hasta este punto se ha guardado"""
