st_063110_0001#0,"""A.P.242/3/10/12:30"""
st_063110_0010#0,"""が……っ……！"""
st_063110_0020#0,"""Pensar que mi poder se sellaría y me debilitaría"""
st_063110_0030#0,"""...Jajajajaja. Bravo, Vasija del mundo. No debería haberte subestimado."""
st_063110_0040#0,"""... ientras sea yo quien caiga."""
st_063110_0050#0,"""¿Qué quiere decir ella...?"""
st_063110_0060#0,"""Eso es todo"""
st_063110_0070#0,"""な……っ！？"""
st_063110_0080#0,"""ス……スクナヒメ様ぁッ！"""
st_063110_0090#0,"""が……はっ！"""
st_063110_0100#0,"""スクナヒメっ！\u3000コトシロさんっ！"""
st_063110_0110#0,"""シバ……！？"""
st_063110_0120#0,"""Entonces, ¿quién era ...?"""
st_063110_0130#0,"""Actuaste admirablemente, Mitra."""
st_063110_0140#0,"""... No me sentí muy admirable. Simplemente duele mucho."""
st_063110_0150#0,"""Aún así, podría haber sido malo si no hubiera seguido adelante."""
st_063110_0160#0,"""Estoy agradecido por tu devoción, Mitra ... En verdad, lo has hecho bien."""
st_063110_0170#0,"""... Su gratitud se desperdicia en mí. Este es mi deber."""
st_063110_0180#0,"""...Varuna, depende de ti ahora."""
st_063110_0190#0,"""Haré todo lo posible."""
st_063110_0200#0,"""Descansa bien, Mitra."""
st_063110_0210#0,"""Con las habilidades de cálculo a la par conmigo, su próximo movimiento sería encontrar una contramedida concreta. Uno que seguramente sería astuto"""
st_063110_0220#0,"""Mitra propuso una investigación al respecto. Puse toda mi confianza en ella."""
st_063110_0230#0,"""Una barrera que sella los Photons de un solo objetivo. Todo un espectáculo, por el trabajo de un dios de un solo planeta."""
st_063110_0240#0,"""Y una razón más para mantener subordinados confiables"""
st_063110_0250#0,"""Ahora, debo devolverle su fe inquebrantable."""
st_063110_0260#0,"""Tú que pudiste derrotar a Mitra. No te perdonaré"""
st_063110_0270#0,"""...Mataré a todos aquí."""
st_063110_0280#0,"""くっ！？"""
st_063110_0290#0,"""そん……な……ッ！？"""
st_063110_0300#0,"""<%me>... Corre...!"""
