st_063120_0001#0,"""A.P.242/3/10/14:00"""
st_063120_0010#0,"""Ellos son Photoners. La piedra angular de los ARKS."""
st_063120_0020#0,"""Son los originales [Profound Darkness]. La fuente del poder de Dark Falz"""
st_063120_0030#0,"""Todos los esfuerzos se desperdician, se dispersan a la nada."""
st_063120_0040#0,"""Por lo tanto, se requiere un poder que no nació de ellos para derrotarlos"""
st_063120_0050#0,"""Es por eso que tú y yo existimos. La última esperanza dejada por Xion"""
st_063120_0060#0,"""ずいぶん手ひどくやられましたね。"""
st_063120_0070#0,"""ファレグ……？"""
st_063120_0080#0,"""¿Por qué estás aquí...?"""
st_063120_0090#0,"""Tenía que hacer algunos recados. Pero primero, debes atender a los demás."""
st_063120_0100#0,"""Ugh ... ¿<%me>?... ¿Que pasó...?"""
st_063120_0110#0,"""...No lo sé."""
st_063120_0120#0,"""Es mejor no moverse todavía"""
st_063120_0130#0,"""Ya veo"""
st_063120_0140#0,"""Estoy bien ... Pero si no tratamos a Sukuna-hime y Kotoshiro ..."""
st_063120_0150#0,"""……<%me>。<br>Genial, estas bien"""
st_063120_0160#0,"""Perdón por no estar en contacto.<br>Tenemos un pequeño...<br>no, tenemos un gran problema"""
st_063120_0170#0,"""Los Photoners están en movimiento. Está en un nivel abrumador en comparación con lo que hemos visto hasta ahora... Planean eliminarnos por completo."""
skit01#0,"""Una forma de sellar la muerte"""
skit02#0,"""Invasores en la tierra de blanco y negro"""
