st_063080_0001#0,"""A.P.242/3/10/10:15"""
st_063080_0010#0,"""……<%me>。<br>¿Dónde estamos?..."""
st_063080_0020#0,"""Este es Kakuriyo. Una tierra situada en la división entre nuestro mundo y el próximo"""
st_063080_0030#0,"""¡Sukuna-hime! ¿¡Estás bien!?..."""
st_063080_0040#0,"""Pero, los otros shironians fueron..."""
st_063080_0050#0,"""Eres muy imprudente para llegar a esas conclusiones. Matoi, mira a tu alrededor."""
st_063080_0060#0,"""¿Eh? Kotoshiro?"""
st_063080_0070#0,"""Sí, ha pasado un tiempo. También hay otros, reunidos más allá de aquí."""
st_063080_0080#0,"""Puedes pensar en esto como nuestro santuario de emergencia. Si bien es un lugar sagrado, nuestra intrusión es una necesidad"""
st_063080_0090#0,"""Lady Sukuna-hime se dio cuenta rápidamente de la llegada de la tiránica y reubicó a todos aquí en Kakuriyo."""
st_063080_0100#0,"""No todos fueron salvados. Incluso yo no soy tan todopoderosa. Los sacrificios fueron... muchos"""
st_063080_0110#0,"""Aún así, es mucho mejor que el destino que conocieron los Kuronites... Jah jah"""
st_063080_0120#0,"""Si hubiéramos venido antes..."""
st_063080_0130#0,"""La culpa no es tuya. Si hubieras llegado antes, el resultado se mantendría sin cambios"""
st_063080_0140#0,"""Esa pícara tiene un poder increíble. Lo harías... No, me temo que incluso palidecería en comparación"""
st_063080_0150#0,"""Ahora hablen. Diganme todo lo que saben de este ser"""
st_063080_0160#0,"""Veo. Con que fueron los que fundaron ARKS. Dieron lugar a algo extraordinario"""
st_063080_0210#0,"""Eso es lo que nos dijo Xiao. El poder de Shiva proviene de sus habilidades Photon casi infinitas"""
st_063080_0220#0,"""Pensamos que si... Si usabas la Formación Braided Ash para sellarla... Podríamos tener una oportunidad"""
st_063080_0230#0,"""Una idea acorde con ese niño. Tramaste un esquema similar para suprimir los poderes de Matoi cuando ella se volvió loca"""
st_063080_0240#0,"""Mi poder y los Photons que usas. Tienen alguna similitud, por lo que podrías usarla"""
st_063080_0250#0,"""...Muy bien. ¿Aceptarían una solicitud mía?"""
st_063080_0260#0,"""Lo que sea"""
st_063080_0270#0,"""¿Que necesitas?"""
st_063080_0280#0,"""Seguro. ¡Te ayudaremos como podamos!"""
st_063080_0290#0,"""...Esas son palabras realmente confiables."""
st_063080_0300#0,"""コトシロ。"""
st_063080_0310#0,"""Si"""
st_063080_0320#0,"""Para ti tengo una tarea aparte."""
