st_063010_0001#0,"""A.P.242/3/3/10:00"""
st_063010_0010#0,"""¡Xiao!"""
st_063010_0020#0,"""Hola Xiera, tanto tiempo sin verte.<br>Veo que  el control de  gestiones esta funcionando bien."""
st_063010_0030#0,"""¡Con la situación actual no me queda de otra!<br>Pero... ¡Estube dando lo mejor de mi!"""
st_063010_0040#0,"""Sí, lo has hecho muy bien."""
st_063010_0050#0,"""Xiao-kun..."""
st_063010_0060#0,"""Ya llegue Ulc<br>¿Encerio estabas preocupada?"""
st_063010_0070#0,"""¡Duele!"""
st_063010_0080#0,"""Pero Ulc"""
st_063010_0090#0,"""No estes bromeando...<br>Por supuesto que estaba realmente preocupada,"""
st_063010_0100#0,"""No solo Xiera estaba preocupada.<br>todos estábamos preocupados por ti, Xiao-kun."""
st_063010_0110#0,"""Entonces,<br>¿No hay algo mas importante que tengas que decir?"""
st_063010_0120#0,"""Tienes razon...<br>Perdón por preocuparlos."""
st_063010_0130#0,"""Y... Gracias por preocuparte."""
st_063010_0140#0,"""Lamento molestarlos a todos. Pero gracias a eso, pude captar el movimiento del lado del fotonizador en cooperación con Kamitsu."""
st_063010_0150#0,"""Esto es... ¡Las posiciones enemigas!"""
st_063010_0160#0,"""Me sorprendió que fueran una amenaza tan grande, pero no dejaré que eso suceda de nuevo. Es hora de prepararse y luchar."""
st_063010_0170#0,"""Xiera, haz tu mejor esfuerzo."""
st_063010_0180#0,"""¡Si!"""
st_063010_0190#0,"""Muy bien, vamos a prepararnos. Theo, ¡Vamos!"""
skit01#0,"""Preparando un Contraataque"""
skit02#0,"""Contraataque"""
