st_063060_0001#0,"""A.P.242/3/7/12:30"""
st_063060_0010#0,"""Incluso nuestro modelo mejorado A.I.S. no eran más que juguetes para ella.<br>Esto es muy malo."""
st_063060_0020#0,"""Sus capacidades de retención de Photons están más allá de la imaginación, por lo que los ataques basados en Photon no funcionarán"""
st_063060_0030#0,"""Y ella usa lo que absorbe para fortalecer su cuerpo lo suficiente como para desviar los ataques físicos. Dios mío... Ella es un verdadero monstruo."""
st_063060_0040#0,"""... Cálculos hipotéticos, completos."""
st_063060_0050#0,"""Nuestras estimaciones estaban completamente apagadas. Aquí está el límite superior teórico de la fuerza de Shiva, basado en lo que hemos presenciado."""
st_063060_0060#0,"""Qué...... pero...... ¿Estos números?<br>¡¿No es un error de cálculo?!"""
st_063060_0070#0,"""Es equivalente a la suma de todos los miembros de ARKS. ¡No hay forma de que eso pueda ser!"""
st_063060_0080#0,"""Y sin embargo, lo es."""
st_063060_0090#0,"""Si recuerdas que es una sola persona que contiene toda la fuerza de los Photoners, tiene sentido."""
st_063060_0100#0,"""Cuando apareció en la nave ARKS anteriormente, solo estaba jugando con nosotros."""
st_063060_0110#0,"""Pero, <%me> y no podía tocarla ni siquiera en aquel entonces..."""
st_063060_0120#0,"""Si atacamos con Photons, ella solo va a absorber o desviar todo..."""
st_063060_0130#0,"""Necesitaríamos un poder que este a su nivel si quisiéramos una pelea justa"""
st_063060_0140#0,"""Tendremos que emparejarla de alguna manera..."""
st_063060_0150#0,"""Si tuviéramos alguna forma de sellar su fuerza..."""
st_063060_0160#0,"""No estas equivocada. Usted o Matoi probablemente podrían alcanzar su nivel."""
st_063060_0170#0,"""Pero esa no es una opción realista. Si no podemos nivelar sus habilidades, tenemos que encontrar alguna manera de hacerla caer a las nuestras."""
st_063060_0180#0,"""Está bien. Esa es nuestra mejor opción para afrontar esto."""
st_063060_0190#0,"""Una forma de sellar los Photons..."""
st_063060_0200#0,"""... Ah. igual que esa vez."""
st_063060_0210#0,"""Correcto. Cuando Matoi se convirtió en [Profound Darkness], sellamos ese poder con la Formación Braided Ash de Sukuna-hime"""
st_063060_0220#0,"""Era una barrera creada para contener el poder de Magatsu."""
st_063060_0230#0,"""Si pudiéramos usarlo en Shiva ... Si pudiéramos sellar sus Photons con él, tendríamos una oportunidad"""
st_063060_0240#0,"""¡Funcionará! Ella definitivamente nos dara una mano!"""
st_063060_0250#0,"""¡Vamos, <%me>! ¡A Harkotan, para encontrarse con Sukuna-hime!"""
skit01#0,"""Montar un contraataque"""
skit02#0,"""Girando las tablas"""
