name01#0,"""???"""
name02#0,"""???"""
ra_035010_0001#0,"""A.P.239/3/7"""
ra_035010_0010#0,"""A Dark Falz that creates copies of opponents it has eaten...<br>Dark Falz [Double]."""
ra_035010_0020#0,"""The last of them also seems to be the most troublesome one."""
ra_035010_0030#0,"""They have already consumed both [Apprentice]'s and [Loser]'s Power.<br>It's probable that they've already<br>obtained [Elder]'s power as well."""
ra_035010_0040#0,"""Will they... appear again in Harkotan?"""
ra_035010_0050#0,"""Since they're treating it as a playground, most likely. We should put an end to them there, if possible."""
ra_035010_0060#0,"""But we should consult Harkotan's Miko about this first. Can both of you sortie right away?"""
ra_035010_0070#0,"""Alright, leave it to us! My physical examination's over and I feel great! Right now, I feel like I can do anything!"""
ra_035010_0080#0,"""<%me> too,<br>How's your body?"""
ra_035010_0090#0,"""Ah, if you're alright that's fine.<br>I'm just a little worried."""
ra_035010_0100#0,"""Looking at you fighting constantly on the front lines, reminded me a little of \""her\"", 10 years ago."""
ra_035010_0110#0,"""Please, don't overdo it."""
al_030010_0010#0,"""Planet \""Harkotan\"", where white and black coexist. Its culture is pretty different from all the planets we've encountered till now."""
al_030010_0020#0,"""The Ashen Child, Sukuna-hime, was born, as a result of the lasting conflict between the Shironians and Kuronians. Also, the demon, Magatsu as well, huh?"""
al_030010_0030#0,"""It seems no matter the planet, or its culture, conflict can't be avoided... I wonder if that will ever change..."""
al_030010_0040#0,"""And [Double] seems to be making good use of this fact."""
al_030010_0050#0,"""Well, at least not everything is bad.<br>ARKS has broken free of Luther's influence, and looks like it's finally making some progress, moving forward."""
al_030010_0060#0,"""Though, putting Harkotan's and ARKS' situations aside, the main problem is still [Double]."""
al_030010_0070#0,"""[Loser] has already been absorbed.<br>[Apprentice] has been eaten since 10 years ago,<br>and [Elder] has been consumed as well."""
al_030010_0080#0,"""The power of all the Dark Falz till now have been devoured. This doesn't look like it's going to be easy to deal with."""
al_030010_0090#0,"""Also, you and Matoi have been straining yourselves, which is probably the most worrying thing..."""
