un_039120_0001#0,"""A.P.239/5/3"""
un_039120_0010#0,"""Oh, <%me>.<br>Esperaba encontrarme con usted."""
un_039120_0020#0,"""¿Qué?, ¿Qué estoy haciendo? Con la aparición de 【Profound Darkness】, la actividad de los Darkers ha ido aumentando."""
un_039120_0030#0,"""Mientras todavía tengo tiempo, estoy recopilando información. Y no preguntes, lo estoy tomando con calma, así que no te preocupes."""
un_039120_0040#0,"""Pero no es así, ¿Verdad? Tanto tú como Matoi no saben cuándo parar."""
un_039120_0050#0,"""Aunque supongo que es porque no sabes cuándo parar, es cómo lograste salvar a Matoi..."""
un_039120_0060#0,"""【Profound Darkness】 pudo resucitar,<br>pero estamos haciendo todo lo posible para mantenerlo dentro de Naberius."""
un_039120_0070#0,"""Actualmente estamos en aprietos.<br>Es realmente poderoso, pero como podamos predecir sus movimientos, podremos detenerlo."""
un_039120_0080#0,"""Una vez que tengamos nuestras defensas configuradas donde podamos manejar tanto tú como la ausencia de Matoi; Xiao está intentando que los dos duerman calmados."""
un_039120_0090#0,"""Bueno, también estoy de acuerdo en que ambos necesitan un descanso."""
un_039120_0100#0,"""Incluso si 【Persona】 absorbío la mayoría de los photons Darker, lo que tenías que pasar era algo normal."""
un_039120_0110#0,"""Ellos quieren examinar su cuerpo y asegurarse de obtener un buen descanso. Esperando que puedan volver a su perfecto estado."""
un_039120_0120#0,"""Usted y Matoi llevan sus cuerpos al extremo...<br>Quiero que ustedes dos, se tomen un descanso."""
un_039120_0130#0,"""Hablando de Matoi. Necesito preguntarte algo."""
un_039120_0140#0,"""1. ¿Qué necesitas?"""
un_039120_0150#0,"""2. ¿Se trata de darle un regalo?"""
un_039120_0160#0,"""Estaba pensando en darle a Matoi... Un regalo."""
un_039120_0170#0,"""¿Qué pasa con la cara extraña?, ¿Dije algo gracioso?"""
un_039120_0180#0,"""Como supiste?..."""
un_039120_0190#0,"""Es sólo algo para darle la bienvenida, no sólo un regalo en general, ¿Sabes?"""
un_039120_0200#0,"""Además, he querido agradecerle, desde hace mucho tiempo..."""
un_039120_0210#0,"""Conociendo a Matoi... Probablemente diría algo como \""...La intención es lo que cuenta.\"""""
un_039120_0220#0,"""Ah, Lo siento... Sé que he preguntado pero no necesito una respuesta."""
un_039120_0230#0,"""Creo que sólo necesito darle un regalo por mi misma. Perdón por molestarte."""
