name01#0,"""???"""
name02#0,"""???"""
un_036060_0010#0,"""Oh my. Oh my my! Lisa could have sworn she detected a Darker."""
un_036060_0020#0,"""Have you seen it?! It was right over here! It was such a strong Darker signal too!"""
un_036060_0030#0,"""Unless... Oh! Unless!! What if YOU are the Darker Lisa picked up?!<br>Hehe. Hehehe."""
un_036060_0040#0,"""Joking. That was a joke. Oh, don't give Lisa that look. Lisa can joke around too, you know?"""
un_036060_0050#0,"""But but but! If you made any sudden movements before Lisa said she was joking, it would have stopped being a joke, you know?!"""
un_036060_0060#0,"""Do you understand? What Lisa's trying to say is... Don't work yourself so hard, you know?"""
un_036060_0070#0,"""Although, that doesn't mean you have to stop doing what you have to do, you know? Just do what you want to do."""
un_036060_0080#0,"""Whatever it is you have to do, Lisa will still be shooting and shooting and KILLING and KILLING and KILLING Darkers."""
un_036060_0090#0,"""See? Just do what you want to do. That's what Lisa's doing, you know? Hehe. Hehehe."""
