un_039140_0001#0,"""A.P.239/5/5"""
un_039140_0010#0,"""Hey Predecesora!<br>¿Por qué eres tan fuerte?"""
un_039140_0020#0,"""Umm...<br>Creo que es todo gracias a Xion, supongo."""
un_039140_0030#0,"""Ah, ¡Fascinante! Por cierto Predecesora,<br>¿Esa es una nueva arma?"""
un_039140_0040#0,"""¿Quién la hizo para ti?<br>¿Cómo es?<br>¿Es fuerte?"""
un_039140_0050#0,"""Umm... Sip. Xiao le había pedido a Zieg que hiciera una para mí."""
un_039140_0060#0,"""Cada vez que uso un arma normal, se rompen enseguida.<br>Por lo tanto, no sé la diferencia de su uso."""
un_039140_0070#0,"""¡Yo se, verdad! Por cierto,<br>¿Cómo se convirtió en una predecesora?<br>¿Fuiste elegida?"""
un_039140_0080#0,"""Umm... Fui nombrada para ocupar un puesto vacio en el Consejo de los Seis por Xion. Creo que fue una orden absoluta."""
un_039140_0090#0,"""Creo que tenía la misma edad que tú cuando me uní, Claris Claes."""
un_039140_0100#0,"""¡Al igual que yo, yay!, No parece tan malo ahora, hehe."""
un_039140_0110#0,"""Oh, Eres tú.<br><br>Mira Claris Claes, charlando como un pájarito."""
un_039140_0120#0,"""Ella seguía diciendo que tenía mucho que hablar, y ahora ha estado charlando impotente desde que volvimos.<br>Ni siquiera puedo hablar con ella."""
un_039140_0130#0,"""Yo no diría que el regalo que le dimos antes era para cerrar la brecha entre nuestra relación."""
un_039140_0140#0,"""Matoi es su costumbre como siempre ella tratará de responder todo hasta el punto de que está empezando a molestarme."""
un_039140_0150#0,"""Siempre vagando así!<br>¡Dios mío!"""
un_039140_0160#0,"""1. ¿Estás celosa?"""
un_039140_0170#0,"""2. ¿Te sientes sola?"""
un_039140_0180#0,"""H-Hey!<br>¿Qué estás pensando?<br>¡No es así!"""
un_039140_0190#0,"""!...<br>¡No es así!, ¡No hay manera de que me sienta solo!"""
un_039140_0200#0,"""¡No estoy celosa! y no me siento sola!"""
un_039140_0210#0,"""Esa chica dijo que quería hablar con Matoi antes. ¡No hay nada malo en eso verdad?!"""
un_039140_0220#0,"""Mmn? Oye, es Sara y <%me>!"""
un_039140_0230#0,"""Oh no, nos encontraron!"""
un_039140_0240#0,"""Sara, Dejar de vagar y ven aquí, vamos a hablar juntos. <%me> también!"""
un_039140_0250#0,"""Sara, tienes cosas que también querías preguntar, ¿No?<br>Deja de dudar y pregunta.<br>¡La predecesora puede responder cualquier cosa!"""
un_039140_0260#0,"""Incluso si lo dices..."""
un_039140_0270#0,"""Haha~ Si es algo que yo pueda contestar, puedes preguntarme cualquier cosa"""
un_039140_0280#0,"""Me encanta hablar. También quería hablar contigo, Sara."""
un_039140_0300#0,"""Ya veo..."""
un_039140_0310#0,"""Siempre he querido preguntar...<br>¿Te gusta usar ese tipo de ropa?"""
un_039140_0320#0,"""..!?..."""
un_039140_0330#0,"""Oh, Tengo curiosidad por eso también<br>siempre usaste ese tipo de ropa.<br>¿Es tu pasatiempo?<br>¿Son tu tipo?"""
un_039140_0340#0,"""No, quiero decir...<br>¡Xiao me preparó está ropa!<br>No es que yo le pidiera este tipo de ropa!"""
un_039140_0350#0,"""¿Puedes ser más fuerte mostrando esa piel?"""
un_039140_0360#0,"""No, no diría eso, aunque... Puedes absorber más photons de la atmósfera..."""
un_039140_0370#0,"""¡De Verdad! Entonces,<br>si revelo más de mí misma,<br>puedo ser más fuerte verdad!"""
un_039140_0380#0,"""¡No, no!, ¡Las niñas no deben exponer demasiado!, ¡Eso es un NO absoluto!"""
un_039140_0390#0,"""Mira quién habla ahora, Matoi."""
un_039140_0400#0,"""Uhh no quiero decir eso...... Pero Sara!"""
un_039140_0410#0,"""Ahora que lo pienso, Sara es más débil aunque ella revela más piel que yo... Eso no importa, ¿Verdad?"""
un_039140_0420#0,"""¿Estás buscando una pelea aquí?"""
un_039140_0430#0,"""<%me>.<br>Tiempos como estos son divertidos,<br>¿No?"""
