name01#0,"""？？？"""
name02#0,"""？？？"""
ra_033970_0010#0,"""……ふうむ、迫ってきておるのう。<br>不愉快な気だのう。まったく。"""
ra_033970_0020#0,"""これより対峙するのが『禍津』。<br>星に封印されし悪神、その一部よ。"""
ra_033970_0030#0,"""ほんの漏れ出た程度ではあるが<br>その力は尋常ではない。心せよ。"""
ra_033970_0040#0,"""奴の侵攻を食い止める『門』はあるが<br>それも長くもつものではない。"""
ra_033970_0050#0,"""最後の『門』を突破されてはならぬ。<br>さすれば、終わりじゃ。<br>全てが破壊される。"""
ra_033970_0060#0,"""無論、突破されたときのための<br>最終手段は用意してあるが……<br>なるべく、使わずに済ませたい。"""
ra_033970_0070#0,"""また、敵は『禍津』だけではない。<br>『禍津』の生んだ「黒の民もどき」も<br>襲撃してくるかもしれん。"""
ra_033970_0080#0,"""準備が出来次第、そなたたちに<br>加護を与えたりはするが……<br>直接、手伝うことは出来ぬ。"""
ra_033970_0090#0,"""すまないが、そなたたちが鍵だ。<br>その身の力、わらわに貸してくれ。"""
